Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR274,Green Diamond Resource Company Klamath West IFM,2022,ACR-US-274-2022-1772-1 to 207883,207883,2023-05-31,Forest Carbon,2014-11-14 00:00:00,Proximity of Klamath Falls,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-02-14 17:39:26,277,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR275,Wabashco Clean Sweep 7,2016,ACR-US-275-2016-417-1 to 116836,116836,2016-03-23,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-02-26 15:26:07,"Wabashco, LLC",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2017,ACR-US-276-2017-689-1 to 1711529,1711529,2018-10-12,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-11-03 19:57:31,Blue Source,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2017,ACR-US-276-2017-690-1 to 407650,407650,2018-10-12,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-11-03 19:57:31,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2018,ACR-US-276-2018-929-1 to 4356,4356,2020-05-07,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-12-19 22:42:42,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2019,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2018,ACR-US-276-2018-930-1 to 1038,1038,2020-05-07,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-12-19 22:42:42,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2019,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2019,ACR-US-276-2019-927-1 to 74334,74334,2020-05-07,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-12-19 22:42:42,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2019,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2019,ACR-US-276-2019-928-1 to 17706,17706,2020-05-07,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-12-19 22:42:42,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2019,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2020,ACR-US-276-2020-1499-1 to 11337,11337,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-27 17:29:38,Blue Source,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2020,ACR-US-276-2020-1500-1 to 2701,2701,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-27 17:29:38,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2021,ACR-US-276-2021-1497-1 to 59867,59867,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-27 17:29:38,Blue Source,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2021,ACR-US-276-2021-1498-1 to 14260,14260,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-27 17:29:38,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2022,ACR-US-276-2022-1886-1 to 17490,17490,2023-09-25,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-11 20:11:42,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR276,Blue Source - Allegheny Improved Forest Management Project,2022,ACR-US-276-2022-1885-1 to 73429,73429,2023-09-25,Forest Carbon,2014-11-14 00:00:00,Horner,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-11 20:11:42,Blue Source,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2017,ACR-US-279-2017-701-1 to 26019,26019,2019-03-26,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-01-26 17:56:21,Blue Source,Removal of credits from the registry,,2019.0,Canceled,2018,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2017,ACR-US-279-2017-701-26020 to 473143,447124,2019-03-27,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-01-26 17:56:21,Blue Source,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2017,ACR-US-279-2017-702-1 to 6183,6183,2019-03-26,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-01-26 17:56:21,The American Carbon Registry,Removal of credits from the registry,,2019.0,Canceled,2018,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2017,ACR-US-279-2017-702-6184 to 112430,106247,2019-03-27,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-01-26 17:56:21,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2018,ACR-US-279-2018-955-1 to 43671,43671,2020-03-23,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-02-03 19:21:30,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2018,ACR-US-279-2018-956-1 to 10378,10378,2020-03-23,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-02-03 19:21:30,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2019,ACR-US-279-2019-953-1 to 38939,38939,2020-03-23,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-02-03 19:21:30,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2019,ACR-US-279-2019-954-1 to 9253,9253,2020-03-23,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-02-03 19:21:30,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2020,ACR-US-279-2020-1158-1 to 40938,40938,2021-02-05,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-11-24 17:44:56,The Nature Conservancy,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2020,ACR-US-279-2020-1159-1 to 9728,9728,2021-02-05,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-11-24 17:44:56,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2021,ACR-US-279-2021-1398-1 to 41944,41944,2022-04-29,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-11-18 17:47:48,The Nature Conservancy,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,2021,ACR-US-279-2021-1399-1 to 9967,9967,2022-04-29,Forest Carbon,2014-11-14 00:00:00,Wise,VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-11-18 17:47:48,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2017,ACR-US-280-2017-770-1 to 823265,823265,2019-03-18,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-12 20:44:50,Blue Source,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2017,ACR-US-280-2017-771-1 to 196085,196085,2019-03-18,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-10-12 20:44:50,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2018,ACR-US-280-2018-944-1 to 19042,19042,2020-03-05,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-01-22 21:44:17,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2018,ACR-US-280-2018-945-1 to 4536,4536,2020-03-05,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-01-22 21:44:17,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2019,ACR-US-280-2019-942-1 to 91408,91408,2020-03-05,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-01-22 21:44:17,Blue Source,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2019,ACR-US-280-2019-943-1 to 21772,21772,2020-03-05,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-01-22 21:44:17,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2020,ACR-US-280-2020-1161-1 to 17991,17991,2021-01-29,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-12-05 18:08:34,Blue Source,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2020,ACR-US-280-2020-1162-1 to 4286,4286,2021-01-29,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-12-05 18:08:34,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2021,ACR-US-280-2021-1493-1 to 64031,64031,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-21 22:16:42,Blue Source,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2021,ACR-US-280-2021-1494-1 to 15252,15252,2022-11-14,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-04-21 22:16:42,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2022,ACR-US-280-2022-1883-1 to 9541,9541,2023-08-07,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-05 14:08:51,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR280,Blue Source - Marmet Improved Forest Management Project,2022,ACR-US-280-2022-1882-1 to 40056,40056,2023-08-07,Forest Carbon,2014-11-14 00:00:00,Logan,WEST VIRGINIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-05 14:08:51,Blue Source,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2016,ACR-US-281-2016-671-1 to 63,63,2023-01-09,ARB Compliance Offset Protocol: U.S. Forest Projects,2014-11-14 00:00:00,Spooner,WISCONSIN,,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-21 00:00:00,Blue Source,Removal of credits from the registry,,2023.0,Canceled,2017,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2016,ACR-US-281-2016-671-64 to 305185,305122,2018-11-20,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-21 23:13:58,Blue Source,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2016,ACR-US-281-2016-672-1 to 14,14,2018-11-17,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-21 23:13:58,The American Carbon Registry,Removal of credits from the registry,,2018.0,Canceled,2017,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2016,ACR-US-281-2016-672-15 to 69965,69951,2018-11-20,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-21 23:13:58,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2017,ACR-US-281-2017-1326-1 to 22731,22731,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-25 22:20:03,Blue Source,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2017,ACR-US-281-2017-1327-1 to 5402,5402,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-25 22:20:05,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2018,ACR-US-281-2018-1328-1 to 3853,3853,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-25 22:20:24,Blue Source,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR281,Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,2018,ACR-US-281-2018-1329-1 to 915,915,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Spooner,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-25 22:20:24,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR282,Blue Creek,2016,ACR-US-282-2016-625-1 to 428644,428644,2017-09-13,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-20 22:53:40,282,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2016,ACR-US-282-2016-626-1 to 102094,102094,2017-09-13,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-20 22:53:40,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2016,ACR-US-282-2016-673-1 to 7964,7964,2017-09-13,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-09-08 15:30:37,282,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2016,ACR-US-282-2016-674-1 to 1897,1897,2017-09-13,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-09-08 15:30:37,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2017,ACR-US-282-2017-699-1 to 183464,183464,2018-06-19,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-12-29 17:58:32,282,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2017,ACR-US-282-2017-700-1 to 43697,43697,2018-06-19,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-12-29 17:58:32,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR282,Blue Creek,2018,ACR-US-282-2018-799-1 to 70531,70531,2019-03-08,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-12-28 01:14:54,282,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR282,Blue Creek,2018,ACR-US-282-2018-800-1 to 16799,16799,2019-03-08,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-12-28 01:14:54,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR282,Blue Creek,2019,ACR-US-282-2019-971-1 to 120857,120857,2020-05-15,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-03-13 17:39:02,282,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR282,Blue Creek,2019,ACR-US-282-2019-972-1 to 28786,28786,2020-05-15,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-03-13 17:39:02,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR282,Blue Creek,2020,ACR-US-282-2020-1124-1 to 79606,79606,2020-12-11,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-20 18:30:16,282,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR282,Blue Creek,2020,ACR-US-282-2020-1125-1 to 18961,18961,2020-12-11,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-10-20 18:30:16,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR282,Blue Creek,2021,ACR-US-282-2021-1552-1 to 95203,95203,2022-09-20,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-06-07 22:27:39,282,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR282,Blue Creek,2021,ACR-US-282-2021-1553-1 to 22675,22675,2022-09-20,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-06-07 22:27:39,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR282,Blue Creek,2022,ACR-US-282-2022-1998-1 to 24556,24556,2023-09-22,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-07-07 20:28:24,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR282,Blue Creek,2022,ACR-US-282-2022-1997-1 to 103097,103097,2023-09-22,Forest Carbon,2014-11-14 00:00:00,"Humboldt and Del Norte County, California",CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-07-07 20:28:24,282,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR283,Rosendale Anaerobic Digester,2015,ACR-US-283-2015-563-1 to 28911,28911,2016-10-26,Livestock Waste Management,2014-11-14 00:00:00,Pickett,WISCONSIN,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2016-08-18 19:40:38,"Camco Offsets I, LLC",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR283,Rosendale Anaerobic Digester,2016,ACR-US-283-2016-630-1 to 36380,36380,2017-05-24,Livestock Waste Management,2014-11-14 00:00:00,Pickett,WISCONSIN,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2017-03-31 00:11:01,"Camco Offsets I, LLC",Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR283,Rosendale Anaerobic Digester,2017,ACR-US-283-2017-709-1 to 29410,29410,2018-06-05,Livestock Waste Management,2014-11-14 00:00:00,Pickett,WISCONSIN,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2018-03-16 02:32:16,"Camco Offsets I, LLC",Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2017,ACR-US-284-2017-703-1 to 640002,640002,2018-10-05,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-02-02 23:21:26,"Massachusetts Audubon Society, Inc.",Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2017,ACR-US-284-2017-704-1 to 152472,152472,2018-10-05,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-02-02 23:21:26,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2018,ACR-US-284-2018-792-1 to 15721,15721,2019-03-27,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-12-10 22:32:52,"Massachusetts Audubon Society, Inc.",Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2018,ACR-US-284-2018-793-1 to 3746,3746,2019-03-27,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-12-10 22:32:52,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2019,ACR-US-284-2019-1084-1 to 16894,16894,2020-10-21,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-10 19:26:36,"Massachusetts Audubon Society, Inc.",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
