Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification/SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year,ACR Retirement Data,Updated 11-1-23,Total Credits Retired:,26711881
ACR386,2019,ACR-US-386-2019-1243-19486 to 19492,7,2022-03-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for February 2022",2021-04-29 21:52:24,2022,,,,
ACR386,2018,ACR-US-386-2018-989-20309 to 20808,500,2022-03-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,South Pole USA Inc.,Environmental Benefit,Retirement of carbon credits on behalf of Société BIC,2020-04-13 22:50:06,2022,,,,
ACR386,2021,ACR-US-386-2021-1449-1 to 4077,4077,2022-03-15,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,"Retired on behalf of HPS Investment Partners, LLC for its 2021 carbon neutrality goals",2022-02-05 17:34:00,2022,,,,
ACR386,2018,ACR-US-386-2018-989-20210 to 20308,99,2022-03-07,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,South Pole USA Inc.,Environmental Benefit,Retired on behalf of Forbright Bank to achieve carbon neutrality,2020-04-13 22:50:06,2022,,,,
ACR386,2019,ACR-US-386-2019-1243-19404 to 19485,82,2022-03-03,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for January 2022",2021-04-29 21:52:24,2022,,,,
ACR386,2019,ACR-US-386-2019-988-8001 to 17253,9253,2022-03-02,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"3Degrees Group, Inc.",On Behalf of Third Party,Transaction Reference 19934,2020-04-13 22:50:06,2022,,,,
ACR386,2019,ACR-US-386-2019-1243-19395 to 19403,9,2022-02-23,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for January 2022",2021-04-29 21:52:24,2022,,,,
ACR386,2019,ACR-US-386-2019-988-3001 to 8000,5000,2022-02-08,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"3Degrees Group, Inc.",On Behalf of Third Party,Transaction Reference 20869,2020-04-13 22:50:06,2022,,,,
ACR386,2019,ACR-US-386-2019-1243-19872 to 20871,1000,2022-01-26,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,Jet-Set Offset for The Good Traveler Program,2021-04-29 21:52:24,2022,,,,
ACR386,2019,ACR-US-386-2019-1243-19385 to 19394,10,2022-01-05,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for December 2021",2021-04-29 21:52:24,2022,,,,
ACR386,2019,ACR-US-386-2019-1243-12681 to 18103,5423,2021-12-21,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of Siemens USA (to offset Siemens USA’s operational waste emissions in FY20),2021-04-29 21:52:24,2021,,,,
ACR386,2019,ACR-US-386-2019-1243-21372 to 22168,797,2021-12-03,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,Retired on behalf of Planetly GmbH,2021-04-29 21:52:24,2021,,,,
ACR386,2020,ACR-US-386-2020-1242-24171 to 24373,203,2021-12-03,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,Retired on behalf of Planetly GmbH,2021-04-29 21:51:59,2021,,,,
ACR386,2019,ACR-US-386-2019-1243-19379 to 19384,6,2021-12-02,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for November 2021",2021-04-29 21:52:24,2021,,,,
ACR386,2019,ACR-US-386-2019-1243-19376 to 19378,3,2021-11-01,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for October 2021",2021-04-29 21:52:24,2021,,,,
ACR386,2020,ACR-US-386-2020-1242-21171 to 24170,3000,2021-10-27,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Gitlab 3736,2021-04-29 21:51:59,2021,,,,
ACR386,2020,ACR-US-386-2020-1242-20871 to 21170,300,2021-10-15,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Ware2Go,2021-04-29 21:51:59,2021,,,,
ACR386,2019,ACR-US-386-2019-1243-19372 to 19375,4,2021-10-06,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Green Story Inc,Other,"Retired on behalf of Green Story Inc's and SimpliZero Clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for September 2021",2021-04-29 21:52:24,2021,,,,
ACR386,2019,ACR-US-386-2019-988-870 to 966,97,2021-10-01,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in United States bundle 3485,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-535 to 544,10,2021-09-22,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in United States bundle 3428,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-989-25089 to 25404,316,2021-09-17,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of Community Preservation Corporation (EcoAct has retired 830t on behalf of Community Preservation Corporation),2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-529 to 534,6,2021-09-01,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in United States bundle 3261,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-811 to 869,59,2021-08-20,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in United States portfolio 3182,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-591 to 810,220,2021-08-18,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Canopi Financial Inc. on behalf of Flexa Network Inc. 3063,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-519 to 528,10,2021-08-03,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in United States portfolio 3068,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-497 to 518,22,2021-07-21,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in Northern Atlantic Bundle 2976,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-572 to 590,19,2021-07-21,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of By Humankind  2903,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-457 to 496,40,2021-07-15,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in Northern Atlantic Bundle 2911,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-553 to 571,19,2021-06-30,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of by Humankind 2811,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-989-1404 to 10709,9306,2021-06-23,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Customer ID 00077702,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-372 to 456,85,2021-06-23,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Batch #2761,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-153 to 371,219,2021-06-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,"Northern Atlantic Bundle 2705, David Neville/Westman Atelier LLC",2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25088 to 25166,79,2021-06-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,"Northern Atlantic Bundle 2705, David Neville/Westman Atelier LLC",2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-989-10710 to 11452,743,2021-06-11,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,CleanChoice Energy,Other,CY20 Offset Retirements,2020-04-13 22:50:06,2021,,,,
ACR386,2019,ACR-US-386-2019-988-127 to 152,26,2021-06-09,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Blank Street 2548,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25056 to 25087,32,2021-06-09,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in Northern Atlantic Bundle 2687,2019-04-03 21:54:19,2021,,,,
ACR386,2019,ACR-US-386-2019-988-101 to 126,26,2021-06-01,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Blank Street 2548,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25050 to 25055,6,2021-06-01,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of participants in Northern Atlantic Bundle 2618,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-27476 to 27975,500,2021-05-26,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,"Retired on behalf of Cloverly, Inc.",2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25031 to 25049,19,2021-05-25,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 2435,2019-04-03 21:54:19,2021,,,,
ACR386,2019,ACR-US-386-2019-988-1 to 100,100,2021-05-25,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Feather 1990,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-989-19210 to 20209,1000,2021-05-24,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Carbonfund.org,Retail Program Requirements,Retired on Behalf of Carbonfund.org Foundation's Donor,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-989-14210 to 19209,5000,2021-05-18,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Blue Source,On Behalf of Third Party,Credits retired on behalf of Kirkland & Ellis LLP,2020-04-13 22:50:06,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25025 to 25030,6,2021-05-11,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 2422,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24761 to 25024,264,2021-05-04,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Kickstarter 2150,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24715 to 24760,46,2021-04-30,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 2291,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24710 to 24714,5,2021-04-21,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 2101,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24691 to 24709,19,2021-04-20,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Blank Street 2032,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24688 to 24690,3,2021-04-14,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 2021,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24684 to 24687,4,2021-04-07,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 1980,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24671 to 24683,13,2021-04-07,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 1951,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-1661 to 1666,6,2021-04-07,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 1951,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-27362 to 27475,114,2021-04-02,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Carbonfund.org,Retail Program Requirements,Retired on behalf of Carbonfund.org Foundation's Donors,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24634 to 24670,37,2021-03-22,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Northern Atlantic Bundle 1910,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24534 to 24633,100,2021-03-17,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,On behalf of Breckinridge - 1805,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-484 to 487,4,2021-03-17,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Blank Street 1799,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25658 to 25666,9,2021-03-17,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Blank Street 1799,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24527 to 24533,7,2021-03-15,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Bundle 1854,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-481 to 483,3,2021-03-09,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Bundle 1810,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24508 to 24526,19,2021-03-08,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 1765,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24506 to 24507,2,2021-03-03,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Bundle 1789,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25639 to 25657,19,2021-02-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 1686,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-25620 to 25638,19,2021-02-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,By Humankind 1682,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24504 to 24505,2,2021-02-16,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Bundle 1713,2019-04-03 21:54:19,2021,,,,
ACR386,2018,ACR-US-386-2018-813-24497 to 24503,7,2021-02-09,Anew - Hudson Farm Forestry Project,Forest Carbon,Version 1.3,"Andover, New Jersey",NEW JERSEY,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,392,On Behalf of Third Party,Bundle 1674,2019-04-03 21:54:19,2021,,,,
