Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,220439110,Total ARB Credits Retired:,163158520
CAR1095,CAFR5096-I,CAR1095,Forest,COP,2021-10-01,2022-09-30,2022.0,104523,20106,2022-12-27,8 years,,2022-09-30 00:00:00,Brushy Mountain,"Coastal Forestlands, Ltd., a California Limited Partnership","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1095,0.0,0,0,0,0,0,0,0,,104523,104523.0,2022.0,CAR,,,,,,
CAR1097,CALS5109-A,CAR1097,Livestock,COP,2015-01-01,2015-09-30,2015.0,18620,,2016-03-22,3 years,2017-04-11 00:00:00,2015-09-30 00:00:00,Dairy Dreams Methane Reduction Project,"Dairy Dreams, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1097,,0,0,18620,0,0,0,0,,0,18620.0,2016.0,CAR,,,,,,
CAR1097,CALS5109-B,CAR1097,Livestock,COP,2015-10-01,2016-09-30,2016.0,24473,,2017-04-11,3 years,2018-03-27 00:00:00,2016-09-30 00:00:00,Dairy Dreams Methane Reduction Project,"Dairy Dreams, LLC","First Environment of California, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1097,,0,0,24473,0,0,0,0,,0,24473.0,2017.0,CAR,,,,,,
CAR1097,CALS5109-C,CAR1097,Livestock,COP,2016-10-01,2017-09-30,2017.0,16999,,2018-03-27,3 years,2019-08-27 00:00:00,2017-09-30 00:00:00,Dairy Dreams Methane Reduction Project,"Dairy Dreams, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1097,,0,0,16999,0,0,0,0,,0,16999.0,2018.0,CAR,,,,,,
CAR1097,CALS5109-D,CAR1097,Livestock,COP,2017-10-01,2018-09-30,2018.0,5277,,2019-08-27,8 years,,2018-09-30 00:00:00,Dairy Dreams Methane Reduction Project,"Dairy Dreams, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1097,,0,0,0,0,0,5277,0,,0,7293.0,2019.0,CAR,,,,,,
CAR1098,CAFR5141-A,CAR1098,Forest,COP,2015-01-01,2016-02-14,2016.0,102161,19652,2017-06-13,8 years,,2016-02-14 00:00:00,Garcia River Forest - ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,45600,0,31755,3245,0,0,0,"Credits voluntarily retired include 300 credits in August 2017, 300 credits in September 2018, and 45,000 credits in January 2020.",21561,102161.0,2017.0,CAR,,,,,,
CAR1098,CAFR5141-B,CAR1098,Forest,COP,2016-02-15,2017-02-14,2017.0,156978,30197,2018-06-26,3 years,2023-06-27 00:00:00,2017-02-14 00:00:00,Garcia River Forest - ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,31665,0,50000,0,0,0,0,"Credits voluntarily retired include 30,000 credits in January 2020, 732 credits in December 2022, and 933 credits in September 2023",75313,156978.0,2018.0,CAR,,,,,,
CAR1098,CAFR5141-C,CAR1098,Forest,COP,2017-02-15,2018-02-14,2018.0,173726,33418,2019-02-26,3 years,2023-06-27 00:00:00,2018-02-14 00:00:00,Garcia River Forest - ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,31500,0,0,0,4627,0,0,"30,000 credits were voluntarily retired in October 2020, and 1,500 more credits were voluntarily retired in April 2021.",137599,173726.0,2019.0,CAR,,,,,,
CAR1098,CAFR5141-D,CAR1098,Forest,COP,2018-02-15,2019-02-14,2019.0,136771,26310,2020-03-10,3 years,2023-06-27 00:00:00,2019-02-14 00:00:00,Garcia River Forest - ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,103833,0,0,0,0,0,0,"103,833 credits were voluntarily retired in October 2020.",32938,136771.0,2020.0,CAR,,,,,,
CAR1098,CAFR5141-E,CAR1098,Forest,COP,2019-02-15,2020-02-14,2020.0,184802,35549,2023-06-27,8 years,,2020-02-14 00:00:00,Garcia River Forest – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,0,0,0,0,0,0,0,,184802,,2023.0,CAR,,,,,,
CAR1098,CAFR5141-F,CAR1098,Forest,COP,2020-02-15,2021-02-14,2021.0,140676,27061,2023-07-25,8 years,,2021-02-14 00:00:00,Garcia River Forest – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,0,0,0,0,0,0,0,,140676,,2023.0,CAR,,,,,,
CAR1098,CAFR5141-G,CAR1098,Forest,COP,2021-02-15,2022-02-14,2022.0,154821,29782,2023-07-25,8 years,,2022-02-14 00:00:00,Garcia River Forest – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1098,0.0,0,0,0,0,0,0,0,,154821,,2023.0,CAR,,,,,,
CAR1099,CAFR5137-A,CAR1099,Forest,COP,2015-01-01,2016-05-31,2016.0,110950,21343,2017-12-12,8 years,,2016-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,9151,0,0,17363,11423,0,0,"500 credits were voluntarily retired in August 2019, and 8,651 more credits were voluntarily retired in August 2022.",73013,110950.0,2017.0,CAR,,,,,,
CAR1099,CAFR5137-B,CAR1099,Forest,COP,2016-06-01,2017-05-31,2017.0,84934,16338,2018-08-21,3 years,2021-09-21 00:00:00,2017-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,0,0,60000,0,0,0,0,,24934,84934.0,2018.0,CAR,,,,,,
CAR1099,CAFR5137-C,CAR1099,Forest,COP,2017-06-01,2018-05-31,2018.0,96129,18492,2019-02-26,3 years,2021-09-21 00:00:00,2018-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,0,0,0,48347,0,0,0,,47782,96129.0,2019.0,CAR,,,,,,
CAR1099,CAFR5137-D,CAR1099,Forest,COP,2018-06-01,2019-05-31,2019.0,70941,13646,2020-07-07,3 years,2021-09-21 00:00:00,2019-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,41167,0,0,0,0,0,0,"41,167 credits were voluntarily retired in October 2020.",29774,70941.0,2020.0,CAR,,,,,,
CAR1099,CAFR5137-E,CAR1099,Forest,COP,2019-06-01,2020-05-31,2020.0,43459,8360,2021-09-21,8 years,,2020-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,0,0,0,0,494,0,0,,42965,43459.0,2021.0,CAR,,,,,,
CAR1099,CAFR5137-F,CAR1099,Forest,COP,2020-06-01,2021-05-31,2021.0,64966,12497,2022-09-13,8 years,,2021-05-31 00:00:00,Gualala River Forest – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1099,0.0,0,0,0,0,0,0,0,,64966,64966.0,2022.0,CAR,,,,,,
CAR1100,CAFR5106-A,CAR1100,Forest,COP,2015-01-01,2016-04-15,2016.0,91213,17546,2017-11-07,3 years,2018-09-25 00:00:00,2016-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,0,0,0,585,61,3038,0,,87529,91213.0,2017.0,CAR,,,,,,
CAR1100,CAFR5106-B,CAR1100,Forest,COP,2016-04-16,2017-04-15,2017.0,71758,13804,2018-09-25,8 years,,2017-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,300,0,0,0,0,0,0,300 credits were voluntarily retired in December 2020.,71458,71758.0,2018.0,CAR,,,,,,
CAR1100,CAFR5106-C,CAR1100,Forest,COP,2017-04-16,2018-04-15,2018.0,81755,15727,2019-05-07,8 years,,2018-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,0,0,0,0,0,0,0,,81755,81755.0,2019.0,CAR,,,,,,
CAR1100,CAFR5106-D,CAR1100,Forest,COP,2018-04-16,2019-04-15,2019.0,72851,14014,2020-05-26,8 years,,2019-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,24,0,0,0,40000,0,0,"Credits voluntarily retired include 8 credits in November 2021, 15 credits in March 2022, and 1 credit in August 2022.",32827,72851.0,2020.0,CAR,,,,,,
CAR1100,CAFR5106-E,CAR1100,Forest,COP,2019-04-16,2020-04-15,2020.0,84847,16321,2021-05-25,8 years,,2020-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,0,0,0,0,64425,0,0,,20422,84847.0,2021.0,CAR,,,,,,
CAR1100,CAFR5106-F,CAR1100,Forest,COP,2020-04-16,2021-04-15,2021.0,90932,17492,2022-08-09,8 years,,2021-04-15 00:00:00,Big River / Salmon Creek Forests – ARB,The Conservation Fund,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1100,0.0,0,0,0,0,0,0,0,,90932,90932.0,2022.0,CAR,,,,,,
CAR1101,CALS5101-A,CAR1101,Livestock,COP,2013-12-09,2015-10-31,2015.0,5146,,2016-12-27,3 years,2018-12-11 00:00:00,2015-10-31 00:00:00,Vander Haak Dairy COP,ClimeCo Corporation,"Agri-Waste Technology, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1101,,0,0,5146,0,0,0,0,,0,5146.0,2016.0,CAR,,,,,,
CAR1101,CALS5101-B,CAR1101,Livestock,COP,2015-11-01,2016-10-31,2016.0,1681,,2018-12-11,8 years,,2016-10-31 00:00:00,Vander Haak Dairy COP,ClimeCo Corporation,"SES, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1101,,0,0,0,1681,0,0,0,,0,1681.0,2018.0,CAR,,,,,,
CAR1101,CALS5101-C,CAR1101,Livestock,COP,2016-11-01,2017-10-31,2017.0,2372,,2018-12-11,8 years,,2017-10-31 00:00:00,Vander Haak Dairy COP,ClimeCo Corporation,"SES, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1101,,0,0,0,2372,0,0,0,,0,2372.0,2018.0,CAR,,,,,,
CAR1102,CAFR5148-(reversal),CAR1102,Forest,COP,2019-11-16,2020-11-15,,,,2023-01-24,,,,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,,0,0,0,0,0,0,0,"On 1/24/2023, CARB approved the verification of an unintentional reversal of 210,543 mtCO2e during the project’s fifth reporting period. This reversal did not result in project termination. CARB retired 210,543 ARB Offset Credits from the Forest Buffer Account due to the reversal.",0,,2023.0,CAR,,,,,,
CAR1102,CAFR5148-A,CAR1102,Forest,COP,2016-04-22,2016-11-15,2016.0,215440,38999,2018-08-07,3 years,2021-01-26 00:00:00,2016-11-15 00:00:00,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC",SCS Global Services,CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,0.0,0,0,0,0,0,70032,0,,145408,215440.0,2018.0,CAR,,,,,,
CAR1102,CAFR5148-B,CAR1102,Forest,COP,2016-11-16,2017-11-15,2017.0,3830,426,2021-01-26,8 years,,2017-11-15 00:00:00,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,0.0,0,0,0,0,3234,0,0,,596,3830.0,2021.0,CAR,,,,,,
CAR1102,CAFR5148-C,CAR1102,Forest,COP,2017-11-16,2018-11-15,2018.0,3830,426,2021-01-26,8 years,,2018-11-15 00:00:00,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,0.0,0,0,0,0,3324,0,0,,506,3830.0,2021.0,CAR,,,,,,
CAR1102,CAFR5148-D,CAR1102,Forest,COP,2018-11-16,2019-11-15,2019.0,8050,897,2021-01-26,8 years,,2019-11-15 00:00:00,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,0.0,0,0,0,0,6795,0,0,,1255,8050.0,2021.0,CAR,,,,,,
CAR1102,CAFR5148-E,CAR1102,Forest,COP,2020-11-16,2021-11-15,2021.0,1620,180,2023-02-07,8 years,,2021-11-15 00:00:00,Montesol – Forest Carbon Partners Improved Forest Management Project,"Montesol, LLC","S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1102,0.0,0,0,0,0,0,0,0,,1620,,2023.0,CAR,,,,,,
CAR1103,CAFR5149-A,CAR1103,Forest,COP,2014-06-21,2015-06-21,2015.0,270943,52021,2016-11-08,8 years,,2015-06-21 00:00:00,Forest Carbon Partners – Glass Ranch Improved Forest Management Project,Ronald Glass,SCS Global Services,CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1103,0.0,0,0,96632,0,0,0,0,,174311,274079.0,2016.0,CAR,,,,,,
CAR1103,CAFR5149-B,CAR1103,Forest,COP,2015-06-22,2016-06-21,2016.0,697,134,2021-03-23,8 years,,2016-06-21 00:00:00,Forest Carbon Partners – Glass Ranch Improved Forest Management Project,Ronald Glass,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1103,0.0,0,0,0,0,0,0,0,,697,697.0,2021.0,CAR,,,,,,
CAR1103,CAFR5149-C,CAR1103,Forest,COP,2016-06-22,2017-06-21,2017.0,697,134,2021-03-23,8 years,,2017-06-21 00:00:00,Forest Carbon Partners – Glass Ranch Improved Forest Management Project,Ronald Glass,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1103,0.0,0,0,0,0,563,0,0,,134,697.0,2021.0,CAR,,,,,,
CAR1103,CAFR5149-D,CAR1103,Forest,COP,2017-06-22,2018-06-21,2018.0,18627,3577,2021-03-23,8 years,,2018-06-21 00:00:00,Forest Carbon Partners – Glass Ranch Improved Forest Management Project,Ronald Glass,"S&A Carbon, LLC",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1103,0.0,0,0,0,0,15050,0,0,,3577,18627.0,2021.0,CAR,,,,,,
CAR1104,CAFR5150-A,CAR1104,Forest,COP,2014-12-30,2015-12-08,2015.0,287077,55119,2017-04-11,3 years,2020-08-11 00:00:00,2015-12-08 00:00:00,Forest Carbon Partners – Gabrych Ranch Improved Forest Management Project,GM Gabrych Family Limited Partnership,SCS Global Services,CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1104,0.0,0,0,0,24890,6122,0,0,,256065,287077.0,2017.0,CAR,,,,,,
CAR1104,CAFR5150-B,CAR1104,Forest,COP,2015-12-09,2016-12-08,2016.0,5432,1043,2020-08-11,8 years,,2016-12-08 00:00:00,Forest Carbon Partners – Gabrych Ranch Improved Forest Management Project,GM Gabrych Family Limited Partnership,"Ruby Canyon Engineering, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1104,0.0,0,0,0,0,0,0,0,,5432,5432.0,2020.0,CAR,,,,,,
CAR1104,CAFR5150-C,CAR1104,Forest,COP,2016-12-09,2017-12-08,2017.0,5432,1043,2020-08-11,8 years,,2017-12-08 00:00:00,Forest Carbon Partners – Gabrych Ranch Improved Forest Management Project,GM Gabrych Family Limited Partnership,"Ruby Canyon Engineering, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1104,0.0,0,0,0,0,0,0,0,,5432,5432.0,2020.0,CAR,,,,,,
CAR1104,CAFR5150-D,CAR1104,Forest,COP,2017-12-09,2018-12-08,2018.0,17453,3351,2020-08-11,8 years,,2018-12-08 00:00:00,Forest Carbon Partners – Gabrych Ranch Improved Forest Management Project,GM Gabrych Family Limited Partnership,"Ruby Canyon Engineering, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1104,0.0,0,0,0,0,0,0,0,,17453,17453.0,2020.0,CAR,,,,,,
CAR1105,CAMM5178-A,CAR1105,MMC,COP,2015-01-01,2015-12-31,2015.0,189455,,2016-09-13,3 years,2017-08-22 00:00:00,2015-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.","Ruby Canyon Engineering, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,189455,0,0,0,0,,0,189455.0,2016.0,CAR,,,,,,
CAR1105,CAMM5178-B,CAR1105,MMC,COP,2016-01-01,2016-12-31,2016.0,234621,,2017-08-22,3 years,2018-09-11 00:00:00,2016-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.",SCS Engineers,WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,234621,0,0,0,0,,0,234621.0,2017.0,CAR,,,,,,
CAR1105,CAMM5178-C,CAR1105,MMC,COP,2017-01-01,2017-12-31,2017.0,320214,,2018-09-11,3 years,2019-11-12 00:00:00,2017-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.","GHD Services, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,141596,0,123360,0,,55258,320214.0,2018.0,CAR,,,,,,
CAR1105,CAMM5178-D,CAR1105,MMC,COP,2018-01-01,2018-12-31,2018.0,283656,,2019-11-12,3 years,2020-05-12 00:00:00,2018-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.",SCS Engineers,WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,149339,0,134317,0,,0,283656.0,2019.0,CAR,,,,,,
CAR1105,CAMM5178-E,CAR1105,MMC,COP,2019-01-01,2019-12-31,2019.0,193290,,2020-05-12,3 years,2021-10-26 00:00:00,2019-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.","Ruby Canyon Engineering, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,91304,0,101986,0,,0,193290.0,2020.0,CAR,,,,,,
CAR1105,CAMM5178-F,CAR1105,MMC,COP,2020-01-01,2020-12-31,2020.0,182382,,2021-10-26,3 years,2022-09-27 00:00:00,2020-12-31 00:00:00,"Solvay Chemicals, Inc. Waste Mine Methane Project","Solvay Chemicals, Inc.",SCS Engineers,WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,0,6320,0,0,,176062,182382.0,2021.0,CAR,,,,,,
CAR1105,CAMM5178-G,CAR1105,MMC,COP,2021-01-01,2021-12-31,2021.0,346846,,2022-09-27,3 years,2023-07-25 00:00:00,2021-12-31 00:00:00,American Soda LLC Waste Mine Methane Project,"American Soda, LLC","Ruby Canyon Environmental, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,0,0,0,0,,346846,346846.0,2022.0,CAR,,,,,,
CAR1105,CAMM5178-H,CAR1105,MMC,COP,2022-01-01,2022-12-31,2022.0,261720,,2023-07-25,8 years,,2022-12-31 00:00:00,American Soda LLC Waste Mine Methane Project,"American Soda, LLC",Dillon Consulting Limited,WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1105,,0,0,0,0,0,0,0,,261720,,2023.0,CAR,,,,,,
CAR1106,CALS5180-A,CAR1106,Livestock,COP,2014-05-01,2016-04-30,2016.0,30890,,2016-12-13,3 years,2018-01-23 00:00:00,2016-04-30 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,0,30890,0,0,0,0,,0,30890.0,2016.0,CAR,,,,,,
CAR1106,CALS5180-B,CAR1106,Livestock,COP,2016-05-01,2017-04-30,2017.0,16124,,2018-01-23,3 years,2018-10-09 00:00:00,2017-04-30 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","First Environment of California, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,0,16124,0,0,0,0,,0,16124.0,2018.0,CAR,,,,,,
CAR1106,CALS5180-C,CAR1106,Livestock,COP,2017-05-01,2018-04-30,2018.0,19940,,2018-10-09,3 years,2020-04-21 00:00:00,2018-04-30 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,0,0,0,19940,0,0,,0,19940.0,2018.0,CAR,,,,,,
CAR1106,CALS5180-D,CAR1106,Livestock,COP,2018-05-01,2019-04-30,2019.0,17016,,2020-04-21,3 years,2021-02-23 00:00:00,2019-04-30 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","First Environment of California, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,0,0,0,0,17016,0,,0,17016.0,2020.0,CAR,,,,,,
CAR1106,CALS5180-E,CAR1106,Livestock,COP,2019-05-01,2020-04-30,2020.0,22562,,2021-02-23,3 years,2022-11-22 00:00:00,2020-04-30 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,0,0,0,0,0,0,,22562,22562.0,2021.0,CAR,,,,,,
CAR1106,CALS5180-F,CAR1106,Livestock,COP,2020-05-01,2021-02-22,2021.0,23606,,2022-11-22,8 years,,2021-02-22 00:00:00,Green Valley Dairy Methane Reduction Project,"Green Valley Dairy, LLC","First Environment of California, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1106,,0,298,0,0,0,0,0,298 credits were voluntarily retired in August 2023.,23308,23606.0,2022.0,CAR,,,,,,
CAR1108,CALS5131-A,CAR1108,Livestock,COP,2015-01-29,2015-12-31,2015.0,31704,,2016-09-27,3 years,2017-07-25 00:00:00,2015-12-31 00:00:00,Pacific Rim Dairy Digester,"Pacific Rim Energy, LLC","First Environment of California, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1108,,0,0,0,31704,0,0,0,,0,31704.0,2016.0,CAR,,,,,,
CAR1108,CALS5131-B,CAR1108,Livestock,COP,2016-01-01,2016-12-31,2016.0,32279,,2017-07-25,3 years,2018-06-26 00:00:00,2016-12-31 00:00:00,Pacific Rim Dairy Digester,"Pacific Rim Energy, LLC","Ruby Canyon Engineering, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1108,,0,0,0,0,0,32279,0,,0,32279.0,2017.0,CAR,,,,,,
CAR1108,CALS5131-C,CAR1108,Livestock,COP,2017-01-01,2017-12-31,2017.0,5309,,2018-06-26,3 years,2020-02-11 00:00:00,2017-12-31 00:00:00,Pacific Rim Dairy Digester,"Pacific Rim Energy, LLC","First Environment of California, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1108,,0,0,0,0,5309,0,0,,0,5309.0,2018.0,CAR,,,,,,
CAR1108,CALS5131-D,CAR1108,Livestock,COP,2018-01-01,2018-12-31,2018.0,19362,,2020-02-11,8 years,,2018-12-31 00:00:00,Pacific Rim Dairy Digester,"Pacific Rim Energy, LLC","Ruby Canyon Engineering, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1108,,0,0,0,8624,10738,0,0,,0,19362.0,2020.0,CAR,,,,,,
CAR1109,CAFR5105-A,CAR1109,Forest,COP,2014-01-01,2015-08-14,2015.0,83611,8813,2016-09-13,3 years,2019-06-25 00:00:00,2015-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","S&A Carbon, LLC",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,24664,37552,0,12582,0,,8813,78902.0,2016.0,CAR,,,,,,
CAR1109,CAFR5105-B,CAR1109,Forest,COP,2015-08-15,2016-08-14,2016.0,48117,5072,2017-01-24,3 years,2019-06-25 00:00:00,2016-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","S&A Carbon, LLC",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,40000,0,0,3045,0,,5072,48157.0,2017.0,CAR,,,,,,
CAR1109,CAFR5105-C,CAR1109,Forest,COP,2016-08-15,2017-08-14,2017.0,47423,4999,2018-05-22,3 years,2019-06-25 00:00:00,2017-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","S&A Carbon, LLC",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,42424,0,0,0,0,,4999,47423.0,2018.0,CAR,,,,,,
