Project ID,Project Name,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Notes,Cancellation Reason,Cancellation Year,Issuance Year,ARB Project,Unnamed: 16,CAR Cancellation Data,Updated 11-1-23,Total Credits Cancelled:,109950929
CAR1315,West Star North Dairy,2019,CAR-ROC-US-1315-105-276-CA-2019-5826-1 to 25185,25185,2019-10-24,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Buttonwillow,CALIFORNIA,US,,ARB,2019,2019,Compliance,CAR1095.2014,,,,
CAR1316,Lakeview Farms Dairy,2022,CAR-ROC-US-1316-105-276-CA-2022-7516-1 to 23716,23716,2023-06-06,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2023,2023,Compliance,CAR1095.2014,,,,
CAR1316,Lakeview Farms Dairy,2021,CAR-ROC-US-1316-105-276-CA-2021-6635-1 to 23755,23755,2021-12-29,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2021,2021,Compliance,CAR1013.2014,,,,
CAR1316,Lakeview Farms Dairy,2020,CAR-ROC-US-1316-105-276-CA-2020-6180-1 to 16994,16994,2020-12-01,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR479.2014,,,,
CAR1316,Lakeview Farms Dairy,2019,CAR-ROC-US-1316-105-276-CA-2019-5822-1 to 17312,17312,2019-10-24,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2019,2019,Compliance,CAR1076.2014,,,,
CAR1317,CE&S Dairy,2022,CAR-ROC-US-1317-105-276-CA-2022-7517-1 to 32266,32266,2023-06-06,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2023,2023,Compliance,CAR994.2014,,,,
CAR1317,CE&S Dairy,2021,CAR-ROC-US-1317-105-276-CA-2021-6634-1 to 23325,23325,2021-12-29,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2021,2021,Compliance,CAR994.2014,,,,
CAR1317,CE&S Dairy,2020,CAR-ROC-US-1317-105-276-CA-2020-6181-1 to 19752,19752,2020-12-28,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR969.2014,,,,
CAR1317,CE&S Dairy,2019,CAR-ROC-US-1317-105-276-CA-2019-5823-1 to 28166,28166,2019-10-24,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Bakersfield,CALIFORNIA,US,,ARB,2019,2019,Compliance,CAR982.2014,,,,
CAR1318,A-Gas 2019-1,2018,CAR-ROC-US-1318-132-377-OH-2018-5712-1 to 138241,138241,2019-05-23,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2019,2019,Compliance,CAR775.2014,,,,
CAR1321,Remley Family Farms Anaerobic Digester,2021,CAR-ROC-US-1321-105-207-PA-2021-6814-1 to 3258,3258,2022-04-14,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Roaring Branch,PENNSYLVANIA,US,,ARB,2022,2022,Compliance,CAR956.2014,,,,
CAR1321,Remley Family Farms Anaerobic Digester,2020,CAR-ROC-US-1321-105-207-PA-2020-6815-1 to 3093,3093,2022-04-14,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Roaring Branch,PENNSYLVANIA,US,,ARB,2022,2022,Compliance,CAR1047.2014,,,,
CAR1321,Remley Family Farms Anaerobic Digester,2019,CAR-ROC-US-1321-105-207-PA-2019-6023-2041 to 2300,260,2020-12-23,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Roaring Branch,PENNSYLVANIA,US,,Canceled,2020,2020,Compliance,CAR1059.2014,,,,
CAR1321,Remley Family Farms Anaerobic Digester,2019,CAR-ROC-US-1321-105-207-PA-2019-6023-1 to 2040,2040,2020-12-23,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Roaring Branch,PENNSYLVANIA,US,,ARB,2020,2020,Compliance,CAR1071.2014,,,,
CAR1324,AR-Joy Farm Dairy Digester,2021,CAR-ROC-US-1324-105-513-PA-2021-6766-1322 to 3297,1976,2023-08-29,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Cochranville,PENNSYLVANIA,US,,ARB,2023,2022,Compliance,CAR1068.2014,,,,
CAR1326,ClimeCo ODS Destruction 31,2018,CAR-ROC-US-1326-132-386-OH-2018-5788-1 to 56139,56139,2019-07-24,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","East Liverpool, Ohio",OHIO,US,,ARB,2019,2019,Compliance,CAR980.2014,,,,
CAR1327,Perfect Cycle ODS-4,2019,CAR-ROC-US-1327-132-720-OH-2019-5752-1 to 65097,65097,2019-07-03,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Bowling Green,OHIO,US,,ARB,2019,2019,Compliance,CAR891.2014,,,,
CAR1329,Forest Carbon Partners - Hunter Ranch Improved Forest Management Project,2019,CAR-ROC-US-1329-125-731-CA-2019-6113-1 to 445192,445192,2020-12-28,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","near Korbel, CA",CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR891.2014,,,,
CAR1329,Forest Carbon Partners - Hunter Ranch Improved Forest Management Project,2019,CAR-ROC-US-1329-125-731-CA-2019-6114-1 to 95090,95090,2020-12-28,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","near Korbel, CA",CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2021,CAR-ROC-US-1330-125-731-CA-2021-7182-1 to 6181,6181,2023-03-14,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2021,CAR-ROC-US-1330-125-731-CA-2021-7183-1 to 1166,1166,2023-03-14,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2020,CAR-ROC-US-1330-125-731-CA-2020-7184-1 to 6188,6188,2023-03-14,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2020,CAR-ROC-US-1330-125-731-CA-2020-7185-1 to 1167,1167,2023-03-14,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2019,CAR-ROC-US-1330-125-731-CA-2019-6060-1 to 202313,202313,2021-02-01,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2021,2020,Compliance,CAR891.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2019,CAR-ROC-US-1330-125-731-CA-2019-6061-1 to 38166,38166,2021-02-01,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,ARB,2021,2020,Compliance,CAR990.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2019,CAR-ROC-US-1330-125-731-CA-2019-6060-202314 to 203356,1043,2021-02-01,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,Canceled,2021,2020,Compliance,CAR1021.2014,,,,
CAR1330,Monte Rio Improved Forest Management Project,2019,CAR-ROC-US-1330-125-731-CA-2019-6061-38167 to 38363,197,2021-02-01,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Monte Rio, Sonoma County",CALIFORNIA,US,,Canceled,2021,2020,Compliance,CAR1026.2014,,,,
CAR1332,Lubrecht Experimental Forest Carbon Project,2019,CAR-ROC-US-1332-125-1028-MT-2019-6183-1 to 651698,651698,2021-08-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Missoula County,MONTANA,US,,ARB,2021,2020,Compliance,CAR477.2014,,,,
CAR1332,Lubrecht Experimental Forest Carbon Project,2019,CAR-ROC-US-1332-125-1028-MT-2019-6184-1 to 122935,122935,2021-08-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Missoula County,MONTANA,US,,ARB,2021,2020,Compliance,CAR478.2014,,,,
CAR1336,TCT Birmingham IFM Project,2019,CAR-ROC-US-1336-125-1083-AL-2019-5899-702186 to 702627,442,2021-02-26,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties",ALABAMA,US,,Canceled,2021,2019,Compliance,CAR1088.2014,,,,
CAR1336,TCT Birmingham IFM Project,2019,CAR-ROC-US-1336-125-1083-AL-2019-5900-149880 to 149973,94,2021-02-26,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties",ALABAMA,US,,Canceled,2021,2019,Compliance,CAR1086.2014,,,,
CAR1336,TCT Birmingham IFM Project,2019,CAR-ROC-US-1336-125-1083-AL-2019-5899-1 to 702185,702185,2021-02-26,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties",ALABAMA,US,,ARB,2021,2019,Compliance,CAR978.2014,,,,
CAR1336,TCT Birmingham IFM Project,2019,CAR-ROC-US-1336-125-1083-AL-2019-5900-1 to 149879,149879,2021-02-26,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties",ALABAMA,US,,ARB,2021,2019,Compliance,CAR629.2014,,,,
CAR1337,Two Fiets Digester,2022,CAR-ROC-US-1337-105-871-CA-2022-7422-1 to 15734,15734,2023-04-20,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Tipton CA,CALIFORNIA,US,,ARB,2023,2023,Compliance,CAR629.2014,,,,
CAR1337,Two Fiets Digester,2020,CAR-ROC-US-1337-105-871-CA-2020-6128-1 to 10562,10562,2020-10-19,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Tipton CA,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR629.2014,,,,
CAR1339,Humboldt Mixed Forest Improvement Project,2019,CAR-ROC-US-1339-125-1033-CA-2019-5967-1 to 2430904,2430904,2021-01-06,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt and Del Norte Counties,CALIFORNIA,US,,ARB,2021,2020,Compliance,CAR504.2014,,,,
CAR1339,Humboldt Mixed Forest Improvement Project,2019,CAR-ROC-US-1339-125-1033-CA-2019-5968-1 to 458595,458595,2021-01-06,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt and Del Norte Counties,CALIFORNIA,US,,ARB,2021,2020,Compliance,CAR660.2014,,,,
CAR1339,Humboldt Mixed Forest Improvement Project,2019,CAR-ROC-US-1339-125-1033-CA-2019-5968-458596 to 459548,953,2021-01-06,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt and Del Norte Counties,CALIFORNIA,US,,Canceled,2021,2020,Compliance,CAR660.2014,,,,
CAR1339,Humboldt Mixed Forest Improvement Project,2019,CAR-ROC-US-1339-125-1033-CA-2019-5967-2430905 to 2435954,5050,2021-01-06,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt and Del Norte Counties,CALIFORNIA,US,,Canceled,2021,2020,Compliance,CAR599.2014,,,,
CAR1340,"Optima KV, LLC",2022,CAR-ROC-US-1340-105-1032-NC-2022-7539-1 to 16586,16586,2023-06-29,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",KENANSVILLE,NORTH CAROLINA,US,,ARB,2023,2023,Compliance,CAR599.2014,,,,
CAR1340,"Optima KV, LLC",2020,CAR-ROC-US-1340-105-1032-NC-2020-6623-1 to 15122,15122,2021-12-14,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",KENANSVILLE,NORTH CAROLINA,US,,ARB,2021,2021,Compliance,CAR1154.2014,,,,
CAR1340,"Optima KV, LLC",2019,CAR-ROC-US-1340-105-1032-NC-2019-6089-16954 to 20517,3564,2021-08-11,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",KENANSVILLE,NORTH CAROLINA,US,,ARB,2021,2020,Compliance,CAR601.2014,,,,
CAR1340,"Optima KV, LLC",2019,CAR-ROC-US-1340-105-1032-NC-2019-6089-1 to 16953,16953,2020-09-25,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",KENANSVILLE,NORTH CAROLINA,US,,ARB,2020,2020,Compliance,CAR1002.2014,,,,
CAR1341,Hudson Tech 2019-4,2019,CAR-ROC-US-1341-132-1036-OH-2019-5807-1 to 73462,73462,2019-08-15,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",East Liverpool,OHIO,US,,ARB,2019,2019,Compliance,CAR1077.2014,,,,
CAR1367,Hudson Tech 2019-5,2019,CAR-ROC-US-1367-132-1036-OH-2019-5830-1 to 58918,58918,2019-10-10,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",East Liverpool,OHIO,US,,ARB,2019,2019,Compliance,CAR762.2014,,,,
CAR1368,Pine Creek Improved Forest Management Project,2019,CAR-ROC-US-1368-125-1024-CA-2019-6003-1 to 397099,397099,2020-11-17,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt County,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR1007.2014,,,,
CAR1368,Pine Creek Improved Forest Management Project,2019,CAR-ROC-US-1368-125-1024-CA-2019-6004-1 to 74914,74914,2020-11-17,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt County,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR1022.2014,,,,
CAR1368,Pine Creek Improved Forest Management Project,2019,CAR-ROC-US-1368-125-1024-CA-2019-6003-397100 to 416358,19259,2020-11-17,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt County,CALIFORNIA,US,,Canceled,2020,2020,Compliance,CAR1133.2014,,,,
CAR1368,Pine Creek Improved Forest Management Project,2019,CAR-ROC-US-1368-125-1024-CA-2019-6004-74915 to 78546,3632,2020-11-17,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Humboldt County,CALIFORNIA,US,,Canceled,2020,2020,Compliance,CAR1132.2014,,,,
CAR1373,Finite Carbon - Stevenson AL IFM,2021,CAR-ROC-US-1373-125-1064-AL-2021-6679-1 to 23529,23529,2023-06-09,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Princeton, AL",ALABAMA,US,,ARB,2023,2021,Compliance,CAR1049.2014,,,,
CAR1373,Finite Carbon - Stevenson AL IFM,2021,CAR-ROC-US-1373-125-1064-AL-2021-6680-1 to 5026,5026,2023-06-09,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Princeton, AL",ALABAMA,US,,ARB,2023,2021,Compliance,CAR1049.2014,,,,
CAR1373,Finite Carbon - Stevenson AL IFM,2020,CAR-ROC-US-1373-125-1064-AL-2020-6159-1 to 494524,494524,2021-02-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Princeton, AL",ALABAMA,US,,ARB,2021,2020,Compliance,CAR1015.2014,,,,
CAR1373,Finite Carbon - Stevenson AL IFM,2020,CAR-ROC-US-1373-125-1064-AL-2020-6160-1 to 105554,105554,2021-02-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Princeton, AL",ALABAMA,US,,ARB,2021,2020,Compliance,CAR1015.2014,,,,
CAR1374,Finite Carbon - Stevenson TN IFM,2021,CAR-ROC-US-1374-125-1064-TN-2021-6677-1 to 24952,24952,2023-06-09,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Altamont, TN",TENNESSEE,US,,ARB,2023,2021,Compliance,CAR449.2014,,,,
CAR1374,Finite Carbon - Stevenson TN IFM,2021,CAR-ROC-US-1374-125-1064-TN-2021-6678-1 to 5250,5250,2023-06-09,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Altamont, TN",TENNESSEE,US,,ARB,2023,2021,Compliance,CAR1085.2014,,,,
CAR1374,Finite Carbon - Stevenson TN IFM,2020,CAR-ROC-US-1374-125-1064-TN-2020-6142-1 to 418633,418633,2021-02-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Altamont, TN",TENNESSEE,US,,ARB,2021,2020,Compliance,CAR1014.2014,,,,
CAR1374,Finite Carbon - Stevenson TN IFM,2020,CAR-ROC-US-1374-125-1064-TN-2020-6143-1 to 89356,89356,2021-02-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015","Near Altamont, TN",TENNESSEE,US,,ARB,2021,2020,Compliance,CAR1078.2014,,,,
CAR1376,ClimeCo ODS Destruction 32,2019,CAR-ROC-US-1376-132-386-OH-2019-5973-1 to 96280,96280,2020-03-24,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","East Liverpool, Ohio",OHIO,US,,ARB,2020,2020,Compliance,CAR1033.2014,,,,
CAR1381,RBS 2019,2022,CAR-ROC-US-1381-125-494-CA-2022-7492-1 to 196301,196301,2023-07-11,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Shasta County,CALIFORNIA,US,,ARB,2023,2023,Compliance,CAR606.2014,,,,
CAR1381,RBS 2019,2022,CAR-ROC-US-1381-125-494-CA-2022-7493-1 to 41894,41894,2023-07-11,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Shasta County,CALIFORNIA,US,,ARB,2023,2023,Compliance,CAR1067.2014,,,,
CAR1381,RBS 2019,2021,CAR-ROC-US-1381-125-494-CA-2021-6939-1 to 1390794,1390794,2023-05-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Shasta County,CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR1067.2014,,,,
CAR1381,RBS 2019,2021,CAR-ROC-US-1381-125-494-CA-2021-6940-1 to 296817,296817,2023-05-25,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Shasta County,CALIFORNIA,US,,ARB,2023,2022,Compliance,CAR957.2014,,,,
CAR1391,Finite Carbon - Lyme Wisconsin IFM,2020,CAR-ROC-US-1391-125-1066-WI-2020-6167-1 to 840423,840423,2021-07-15,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Florence County,WISCONSIN,US,,ARB,2021,2020,Compliance,CAR1055.2014,,,,
CAR1391,Finite Carbon - Lyme Wisconsin IFM,2020,CAR-ROC-US-1391-125-1066-WI-2020-6168-1 to 158548,158548,2021-07-15,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Florence County,WISCONSIN,US,,ARB,2021,2020,Compliance,CAR1056.2014,,,,
CAR1401,ClimeCo ODS Destruction 33,2020,CAR-ROC-US-1401-132-386-OH-2020-6130-1 to 119156,119156,2020-10-29,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",East Liverpool,OHIO,US,,ARB,2020,2020,Compliance,CAR1057.2014,,,,
CAR1412,A-Gas UCSD1,2020,CAR-ROC-US-1412-132-377-OH-2020-6126-1 to 24304,24304,2020-10-14,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2020,2020,Compliance,CAR1058.2014,,,,
CAR1413,A-Gas 4-2020,2020,CAR-ROC-US-1413-132-377-OH-2020-6127-1 to 87667,87667,2020-09-28,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2020,2020,Compliance,CAR593.2014,,,,
CAR1418,Perfect Cycle ODS-5,2020,CAR-ROC-US-1418-132-720-OH-2020-6351-1 to 49687,49687,2021-04-14,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Bowling Green,OHIO,US,,ARB,2021,2021,Compliance,CAR402.2014,,,,
CAR1436,Finite Carbon - Dingess Rum IFM,2022,CAR-ROC-US-1436-125-1096-WV-2022-7444-1 to 41564,41564,2023-06-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Logan and Boone Counties,WEST VIRGINIA,US,,ARB,2023,2023,Compliance,CAR101.2014,,,,
CAR1436,Finite Carbon - Dingess Rum IFM,2022,CAR-ROC-US-1436-125-1096-WV-2022-7445-1 to 8878,8878,2023-06-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Logan and Boone Counties,WEST VIRGINIA,US,,ARB,2023,2023,Compliance,CAR1046.2014,,,,
CAR1436,Finite Carbon - Dingess Rum IFM,2021,CAR-ROC-US-1436-125-1096-WV-2021-6569-1 to 1282518,1282518,2021-10-13,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Logan and Boone Counties,WEST VIRGINIA,US,,ARB,2021,2021,Compliance,CAR730.2014,,,,
CAR1436,Finite Carbon - Dingess Rum IFM,2021,CAR-ROC-US-1436-125-1096-WV-2021-6570-1 to 273710,273710,2021-10-13,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, June 25, 2015",Logan and Boone Counties,WEST VIRGINIA,US,,ARB,2021,2021,Compliance,CAR730.2014,,,,
CAR1441,A-Gas 5-2020,2020,CAR-ROC-US-1441-132-377-OH-2020-6226-1 to 78211,78211,2020-12-10,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2020,2020,Compliance,CAR1064.2014,,,,
CAR1456,ClimeCo ODS Destruction 34,2020,CAR-ROC-US-1456-132-386-OH-2020-6287-1 to 127338,127338,2021-02-10,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",East Liverpool,OHIO,US,,ARB,2021,2020,Compliance,CAR944.2014,,,,
CAR1458,A-Gas 1-2021,2020,CAR-ROC-US-1458-132-377-OH-2020-6306-1 to 84267,84267,2021-02-24,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2021,2021,Compliance,CAR1032.2014,,,,
CAR1481,A-Gas 2-2021,2021,CAR-ROC-US-1481-132-377-OH-2021-6595-1 to 56964,56964,2021-09-08,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2021,2021,Compliance,CAR1032.2014,,,,
CAR1493,A-Gas 3-2021,2021,CAR-ROC-US-1493-132-377-OH-2021-6647-1 to 70708,70708,2021-10-19,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2021,2021,Compliance,CAR989.2014,,,,
CAR1498,A-Gas 4-2021,2021,CAR-ROC-US-1498-132-377-OH-2021-6785-1 to 60731,60731,2022-03-23,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2022,2022,Compliance,CAR450.2014,,,,
CAR1515,ClimeCo ODS Destruction 35,2021,CAR-ROC-US-1515-132-386-OH-2021-6790-1 to 122101,122101,2022-02-25,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",East Liverpool,OHIO,US,,ARB,2022,2022,Compliance,CAR977.2014,,,,
CAR1560,A-Gas 1-2022,2022,CAR-ROC-US-1560-132-377-OH-2022-6918-1 to 59147,59147,2022-08-24,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2022,2022,Compliance,CAR661.2014,,,,
CAR1578,A-Gas 2-2022,2022,CAR-ROC-US-1578-132-377-OH-2022-7123-1 to 102599,102599,2022-09-14,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014","Wood County, Bowling Green, Ohio",OHIO,US,,ARB,2022,2022,Compliance,CAR661.2014,,,,
