Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR1498,A-Gas 4-2021,CAOD6498,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc., dba A-Gas",,"GHD Services, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,60731.0,2021-06-30,2022-01-21,www.agasamericas.com,,,,,,,,,,,,
CAR1499,Ejido Las Vigas,,CARC1431,SENDAS AC,EJIDO LAS VIGAS,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"Domicilio conocido, Las Vigas",VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action,,8965.0,2021-07-01,2022-05-18,,,,,,,,,,,,,
CAR1500,Ejido Tonalaco,,CARC1431,SENDAS AC,EJIDO TONALACO,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"Domicilio conocido, Tonalaco",VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action,,1816.0,2021-07-01,2022-05-18,,,,,,,,,,,,,
CAR1505,Proyecto forestal de carbono del Ejido Pioneros de Río Xhon - Ha,,CARC1504,Forest Rangers Alliance,Pioneros de Rio Xhon-Ha,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,2792.0,2021-07-21,2022-08-05,,,,,,,,,,,,,
CAR1506,Proyecto forestal de carbono del Ejido Lázaro Cárdenas Número 2,,CARC1504,Forest Rangers Alliance,Ejido Lazaro Cardenas Numero 2,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,Calkmul,CAMPECHE,MX,,,,660.0,2021-07-21,2022-08-05,,,,,,,,,,,,,
CAR1507,Proyecto forestal de carbono del Ejido Xbonil,,,Forest Rangers Alliance,Ejido Xbonil,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Xbonil,CAMPECHE,MX,,,,20662.0,2021-07-21,2022-08-05,,,,,,,,,,,,,
CAR1508,Bonos Comunitarios CO2-El Naranjal,,CARC1512,SESISA,ejido el naranjal,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,8117.0,2021-08-04,2022-09-30,ninguna,,,,,,,,,,,,
CAR1509,Bonos Comunitarios CO2-Candelaria II,,CARC1512,SESISA,Ejido Candelaria II,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,10930.0,2021-08-04,2022-09-30,ninguna,,,,,,,,,,,,
CAR1510,Bonos Comunitarios CO2-San Antonio Tuk,,CARC1512,SESISA,EJIDO SAN ANTONIO TUK,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,7757.0,2021-08-04,2022-09-30,ninguna,,,,,,,,,,,,
CAR1511,Bonos Comunitarios CO2_San Felipe Oriente,,CARC1512,SESISA,ejido san felipe oriente,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"México, José María Morelos",QUINTANA ROO,MX,,,,1451.0,2021-08-04,2022-09-30,ninguna,,,,,,,,,,,,
CAR1513,AgriCapture Soil Enrichment #1,,,AgriCapture Inc,AgriCapture Inc,,,"Ruby Canyon Environmental, Inc.",Soil Enrichment,Registered,Not ARB Eligible,"AR, MS, LA, MO",ARKANSAS,US,,,,32.0,2021-09-07,2022-10-21,www.agricapture.com,,,,,,,,,,,,
CAR1514,Carbono Petcacab,,,Celso Vidal Chan Rivas,Ejido Petcacab y Polinkín,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"Felipe Carrillo Puerto, Quintana Roo",QUINTANA ROO,MX,,,,53386.0,2021-09-02,2022-05-16,,,,,,,,,,,,,
CAR1515,ClimeCo ODS Destruction 35,CAOD6515,,ClimeCo LLC,ClimeCo LLC,ClimeCo LLC,,,Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Proposed Project,East Liverpool,OHIO,US,,,,122101.0,2021-08-27,2022-01-28,www.climeco.com,,,,,,,,,,,,
CAR1516,GJ Tevelde Ranch Dairy Digester,,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",GJ Tevelde Ranch Dairy Digester,"Maas Energy Works, Inc.","First Environment, Inc.",Livestock Gas Capture/Combustion,Listed,Not ARB Eligible,Tulare County,CALIFORNIA,US,,,,,2021-11-03,,,,,,,,,,,,,,
CAR1517,Two Fiets Digester,,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Two Fiets,"Maas Energy Works, Inc.",,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,Tipton,CALIFORNIA,US,,,,15158.0,2021-11-03,2022-11-09,,,,,,,,,,,,,
CAR1521,Captura de carbono forestal en el ejido San Francisco Oxtotilpan,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido San Francisco Oxtotilpan,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"San Francisco Oxtotilpan, C.P. 51320, San Francisco Oxtotilpan, México",STATE OF MÉXICO,MX,,,,14459.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1522,Captura de carbono forestal en el ejido Amanalco de Becerra,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido Amanalco de Becerra,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Av. Becerra S/N a un costado de la Unidad deportiva de Amanalco de Becerra, Estado de México",STATE OF MÉXICO,MX,,,,3063.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1523,Captura de carbono forestal en el ejido San Miguel Tenextepec,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido San Miguel Tenextepec,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"San Miguel Tenextepec, S/N 51260 CP",STATE OF MÉXICO,MX,,,,3197.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1524,Captura de carbono forestal en los Bienes Comunales de San Miguel Ixtapan,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Bienes Comunales San Miguel Ixtapan,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,San Miguel Ixtapan: Cam sin nombre S/N Loc San Telmo,STATE OF MÉXICO,MX,,,,2587.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1525,Captura de carbono forestal en los Bienes Comunales de San Miguel Xoltepec,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Bienes Comunales de San Miguel Xoltepec,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,San Miguel Xoltepec SN CP. 51260 por la Ziranda,STATE OF MÉXICO,MX,,,,1119.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1526,Captura de carbono forestal en el ejido Nuevo San Juan Atezcapan,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido Nuevo San Juan Atezcapan,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Junto a telesecundaria SN CP. 51230, San Juan Atezcapan",STATE OF MÉXICO,MX,,,,522.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1527,Captura de carbono forestal en el ejido San Miguel Sultepec,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido San Miguel Sultepec,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,San Miguel Xoltepec atras de la iglesia y por el molino,STATE OF MÉXICO,MX,,,,558.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1528,Captura de carbono forestal en el ejido La Candelaria,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido La Candelaria,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,La Candelaria S/N CP. 51200 Loc. La Candelaria,STATE OF MÉXICO,MX,,,,209.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1529,Captura de carbono forestal en el ejido Capilla Vieja,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido Capilla Vieja,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Capilla Vieja S/N Loc. Capilla Vieja, 51260, Amanalco, México.",STATE OF MÉXICO,MX,,,,352.0,2022-02-16,2023-02-02,,,,,,,,,,,,,
CAR1531,"Carbono, Agua y Biodiversidad Indígena Jaltianguis",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE SANTA MARIA JALTIANGUIS,,,,Forestry - MX,Registered,Not ARB Eligible,Comunidad de Santa María Jaltianguis,OAXACA,MX,,1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,17651.0,2022-02-03,2022-07-21,www.icico.mx,,,,,,,,,,,,
CAR1532,"Carbono, Agua y Biodiversidad Indígena Comaltepec",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE SANTIAGO COMALTEPEC,,,,Forestry - MX,Registered,Not ARB Eligible,Oaxaca de Júarez,OAXACA,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;10. Reduced Inequalities;13. Climate Action,,75972.0,2022-03-03,2022-11-07,www.icico.mx,,,,,,,,,,,,
CAR1535,P. P. La Pinzión,,CARC1533,Bioforestal Innovación Sustentable S.C.,Predio La Pinzión,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"San José de Gracia, Aguascalientes",AGUASCALIENTES,MX,,,,628.0,2022-04-28,2022-08-04,,,,,,,,,,,,,
CAR1536,P. P. Peña del gato,,CARC1533,Bioforestal Innovación Sustentable S.C.,Peña del gato,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Comunidad de Rancho Viejo, San José de Gracia, Aguascalientes",AGUASCALIENTES,MX,,,,704.0,2022-04-28,2022-08-04,,,,,,,,,,,,,
CAR1537,P. P. El Pelón,,CARC1533,Bioforestal Innovación Sustentable S.C.,Predio El Pelón,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Comunidad de La Congoja, San José de Gracia, Ags",AGUASCALIENTES,MX,,,,5889.0,2022-04-28,2022-08-04,,,,,,,,,,,,,
CAR1538,P.P. El águila,,CARC1533,Bioforestal Innovación Sustentable S.C.,Predio El Águila,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Comunidad La Congoja, San José de Gracia, Ags",AGUASCALIENTES,MX,,,,318.0,2022-04-28,2022-08-04,,,,,,,,,,,,,
CAR1539,P.P. El Tecolote,,CARC1533,Bioforestal Innovación Sustentable S.C.,"SECRETARIA DE SUSTENTABILIDAD, MEDIO AMBIENTE Y AGUA DEL ESTADO",,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,Municipio de Aguascalientes,AGUASCALIENTES,MX,,,,565.0,2022-04-28,2023-04-18,,,,,,,,,,,,,
CAR1540,P.P. Estancia Borrotes,,CARC1533,Bioforestal Innovación Sustentable S.C.,Humberto López Arellano,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Comunidad de La Congoja, San José de Gracia, Ags",AGUASCALIENTES,MX,,,,155.0,2022-04-28,2022-08-05,,,,,,,,,,,,,
CAR1542,Ejido Atopixco,,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Atopixco,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Zacualtipán de Ángeles, Hidalgo, México",HIDALGO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,5625.0,2022-01-27,2022-07-14,,,,,,,,,,,,,
CAR1543,Ejido Malila,,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Malila,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Molango de Escamilla, Hidalgo, México",HIDALGO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,1048.0,2022-01-27,2022-07-11,,,,,,,,,,,,,
CAR1544,Ejido Zacualtipán,,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Zacualtipán,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Zacualtipán de Ángeles, Hidalgo, México",HIDALGO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,3783.0,2022-01-27,2022-07-14,,,,,,,,,,,,,
CAR1545,Ejido La Selva,,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido La Selva,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Huayacocotla, Veracruz, México",VERACRUZ,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,30696.0,2022-01-27,2022-07-11,,,,,,,,,,,,,
CAR1546,Bienes Comunales Santa Isabel Chalma,,CARC1534,Bioforestal Innovación Sustentable S.C.,Los Bienes Comunales de Santa Isabel Chalma,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Amecameca, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,3425.0,2022-01-31,2022-11-29,,,,,,,,,,,,,
CAR1547,Bienes Comunales San Pedro Ecatzingo,,CARC1534,Bioforestal Innovación Sustentable S.C.,Los Bienes Comunales de San Pedro Ecatzingo,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Ecatzingo de Hidalgo, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,7515.0,2022-01-31,2022-11-28,,,,,,,,,,,,,
CAR1548,Ejido San Antonio de la Rinconada o Tlaltecahuacan,,CARC1534,Bioforestal Innovación Sustentable S.C.,Ejido San Antonio de la Rinconada,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Tlalmanalco, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,1700.0,2022-01-31,2022-11-28,,,,,,,,,,,,,
CAR1549,Proyecto Forestal de Carbono La Mariana,,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Jesús Aguirre Pizarro,,,,Forestry - MX,Listed,Not ARB Eligible,"Municipios de Mixtlán, Cuatla y Mascota",JALISCO,MX,,,,,2022-02-23,,https://www.clusterforestal.org/,,,,,,,,,,,,
CAR1550,Proyecto Forestal de Carbono Los Cerritos,,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Edson Jesús Aguirre Alcalá,,,,Forestry - MX,Listed,Not ARB Eligible,Municipio de Atenguillo,JALISCO,MX,,,,,2022-02-23,,https://www.clusterforestal.org/,,,,,,,,,,,,
CAR1551,Ejido Tlalmanalco,,CARC1534,Bioforestal Innovación Sustentable S.C.,Ejido Tlalmanalco,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Tlalmanalco, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,19916.0,2022-01-31,2022-11-29,,,,,,,,,,,,,
CAR1552,Ejido San Martín Cuautlalpan,,CARC1534,Bioforestal Innovación Sustentable S.C.,Ejido San Martín Cuautlalpan,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Chalco, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,14251.0,2022-01-31,2022-11-28,,,,,,,,,,,,,
CAR1553,Bienes Comunales Santiago Cuautenco,,CARC1534,Bioforestal Innovación Sustentable S.C.,Los Bienes Comunales de Santiago Cuautenco,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Amecameca, Estado de México, México",STATE OF MÉXICO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,6012.0,2022-01-31,2022-11-28,,,,,,,,,,,,,
CAR1554,Lost Coast Forestlands Improved Forest Management Project,CAFR6554,,"Restoration Forestry, Inc.","Restoration Forestry, Inc.","Lost Coast Forestlands, LLC.",,,Improved Forest Management - ARB Compliance,Registered,Proposed Project,Humboldt and Mendocino Counties,CALIFORNIA,US,,,,481373.0,2022-04-01,2023-06-15,,,,,,,,,,,,,
CAR1555,Brimex Energy and Biogas,,,"South Pole USA, Inc.","South Pole USA, Inc.",,,,Livestock - MX,Listed,Not ARB Eligible,Lagos de Moreno,JALISCO,MX,,,,,2022-05-10,,,,,,,,,,,,,,
CAR1558,Organics By Gosh,,,"Blue Source, LLC","Blue Source, LLC",,,"Agri-Waste Technology, Inc.",Organic Waste Composting,Listed,Not ARB Eligible,Elgin,TEXAS,US,,,,,2022-01-21,,,,,,,,,,,,,,
CAR1559,Nutrien NMPP Project,,,"Nutrien Ag Solutions, Inc.","Nutrien Ag Solutions, Inc.",,,,Nitrogen Management,Registered,Not ARB Eligible,"Al, CO, IL, IN, KS, KY, MT, NC, ND, NE, NY, TN",COLORADO,US,,,,588.0,2022-01-12,2023-08-04,,,,,,,,,,,,,
CAR1560,A-Gas 1-2022,CAOD6560,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,A-Gas US Inc,,"GHD Services, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Proposed Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,59147.0,2022-02-17,2022-05-27,www.agasamericas.com,,,,,,,,,,,,
CAR1562,Hamptons Road Recovery Center,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,Virginia Beach,VIRGINIA,US,,,,,2022-05-06,,,,,,,,,,,,,,
CAR1564,Bluesource - Soda Creek Avoided Grassland Conversion Project,,,Soda Creek Inc.,Soda Creek Inc.,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"McCone County, Montana",MONTANA,US,,,,6845.0,2022-09-14,2023-06-20,,,,,,,,,,,,,
CAR1565,Ejido Forestal Chavarria Nuevo,,,ALVARO RENE RIVERA JARAMILLO,Ejido Chavarría Nuevo,,,,Forestry - MX,Registered,Not ARB Eligible,"Municipio de Puebblo Nuevo, Durango",DURANGO,MX,,,,110566.0,2022-04-01,2022-10-13,,,,,,,,,,,,,
CAR1566,Ejido KM 120,,,Toroto SAPI de CV,Ejido Kilómetro 120,,,,Forestry - MX,Registered,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,40194.0,2022-06-01,2022-09-13,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1567,NCPE Centauro del Norte,,,Toroto SAPI de CV,NCPE Centauro del Norte,,,,Forestry - MX,Registered,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,99000.0,2022-06-01,2023-05-15,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1568,Laguna Om,,,Toroto SAPI de CV,Ejido Laguna Om,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,Othón P Blanco,QUINTANA ROO,MX,,,,,2022-06-01,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1569,"Carbono, Agua y Biodiversidad Indígena Abejones",,CARC1400,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,COMUNIDAD DE SAN MIGUEL ABEJONES,,,,Forestry - MX,Registered,Not ARB Eligible,Comunidad de San Miguel Abejones,OAXACA,MX,,,,29781.0,2022-03-28,2023-08-30,www.icico.mx,,,,,,,,,,,,
CAR1570,El Pirú,,,Toroto SAPI de CV,NCPE El Pirú,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,Marqués de Comillas,CHIAPAS,MX,,,,,2022-07-19,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1571,Captura de Carbono Forestal Asunción Mixtepec,,,Bioforestal Innovación Sustentable S.C.,Comunidad Asunción Mixtepec,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"Asunción Mixtepec, San Bernardo Mixtepec, Zimatlan",OAXACA,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,,2022-04-21,,,,,,,,,,,,,,
CAR1573,Comunidad Chavarría Nuevo,,,ALVARO RENE RIVERA JARAMILLO,Comunidad Chavarría Nuevo,,,THEEARTHLAB S.A de C.V,Forestry - MX,Listed,Not ARB Eligible,Durango,DURANGO,MX,,,,,2023-02-09,,www.agesamex.com,,,,,,,,,,,,
CAR1574,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL BRILLANTE, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO EL BRILLANTE,,,,Forestry - MX,Registered,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,165049.0,2022-12-09,2023-10-06,,,,,,,,,,,,,
CAR1576,Ejido 18 de Marzo,,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO 18 DE MARZO,,,,Forestry - MX,Registered,Not ARB Eligible,"Bacalar, Quintana Roo",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,27872.0,2022-04-22,2023-08-24,,,,,,,,,,,,,
CAR1577,Ejido Chunhuhub,,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO CHUNHUHUB,,,,Forestry - MX,Registered,Not ARB Eligible,"Felipe Carrillo Puerto, Quintana Roo",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,67404.0,2022-04-22,2023-08-24,,,,,,,,,,,,,
CAR1578,A-Gas 2-2022,CAOD6578,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,A-Gas US Inc,,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,102599.0,2022-04-14,2022-07-29,www.agasamericas.com,,,,,,,,,,,,
CAR1579,Sonora,CAFR6579,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Tuolumne County and Calaveras County,CALIFORNIA,US,,,,,2022-06-23,,,,,,,,,,,,,,
CAR1580,Pfister Ranch Avoided Conversion,,,"My Green Earth, LP","My Green Earth, LP",Bart Dingfelder,,"Ruby Canyon Environmental, Inc.",Avoided Grassland Conversion,Listed,Not ARB Eligible,Yellowstone County; Musselshell County,MONTANA,US,,,,,2022-11-10,,,,,,,,,,,,,,
CAR1582,Alliance Dairy,,,"3Degrees Group, Inc","3Degrees Group, Inc","3Degrees Group, Inc.",,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,"Trenton, FL",FLORIDA,US,,,,33665.0,2022-05-17,2022-10-17,,,,,,,,,,,,,
CAR1584,"Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, México",,,Geronimo Quiñonez Barraza,Ejido San Diego de Tezains,,,,Forestry - MX,Registered,Not ARB Eligible,Durango,DURANGO,MX,,,,294482.0,2022-05-26,2023-08-04,https://drive.google.com/drive/folders/1p_UCTyUQEEj8U7HPP9rDCPF4kMO3zvhA?usp=sharing,,,,,,,,,,,,
CAR1585,EJIDO TODOS SANTOS Y ANEXOS,,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO TODOS SANTOS Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,Santiago Papasquiaro,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,2022-09-28,,,,,,,,,,,,,,
CAR1586,"CAPTURA DE CARBONO EN LOS BOSQUES DEL  EJIDO LA CUEVA Y ANEXOS, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO LA CUEVA Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,,2022-12-09,,,,,,,,,,,,,,
