Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data,Updated 11-1-23,Total Credits Retired:,61317505
CAR512,2013,CAR-1-US-512-4-1478-TX-2013-1527-1 to 315,315,2015-08-03,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Just Energy Income Fund,Retail Program Requirements,2014 TerraPass Jack Groh Customer Retirements,2015,,,,
CAR512,2013,CAR-1-US-512-4-1478-TX-2013-1527-20992 to 34607,13616,2016-05-09,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Just Energy Income Fund,Retail Program Requirements,,2016,,,,
CAR512,2013,CAR-1-US-512-4-1478-TX-2013-1527-1031 to 20991,19961,2016-07-13,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2015 TerraPass Customer,2016,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1356-1 to 4344,4344,2015-09-10,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1528-121 to 288,168,2016-05-27,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,GHG 2016,2016,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1356-4345 to 21537,17193,2016-05-27,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,GHG 2016,2016,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1528-2589 to 2880,292,2017-09-14,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Carbon Financial Services Pty Ltd,Retirement for Person or Organization,Retired against COTA 2016 GHG emissions,2017,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1528-289 to 2588,2300,2016-04-12,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Carbon Financial Services Pty Ltd,Retirement for Person or Organization,Austin Convention Center FY2013 Carbon Footprint,2016,,,,
CAR512,2012,CAR-1-US-512-4-1478-TX-2012-1528-1 to 120,120,2014-09-09,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,Urban Sustainability Directors Network,2014,,,,
CAR512,2010,CAR-1-US-512-4-1478-TX-2010-478-1 to 25689,25689,2013-07-31,Rio Grande Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Donna,TEXAS,US,,No,Seattle City Light,Environmental Benefit,,2013,,,,
CAR513,2010,CAR-1-US-513-4-337-KS-2010-446-1 to 961,961,2022-12-08,Finney County Landfill Gas Destruction,Landfill Gas Capture/Combustion,Version 2.0,Finney County,KANSAS,US,,No,The Regents of the University of California,Environmental Benefit,Shreveport CY2020 Electricity Emissions,2022,,,,
CAR513,2010,CAR-1-US-513-4-337-KS-2010-446-962 to 1123,162,2022-06-17,Finney County Landfill Gas Destruction,Landfill Gas Capture/Combustion,Version 2.0,Finney County,KANSAS,US,,No,Schneider Electric,Other,,2022,,,,
CAR514,2012,CAR-1-US-514-4-1478-OK-2012-1119-1 to 6169,6169,2015-09-10,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-18415 to 18416,2,2013-07-08,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,,2013,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-364-1 to 5,5,2019-03-29,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,Retirement for Person or Organization,BEF Customers,2019,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-1 to 3293,3293,2019-03-30,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Peak Design,2019,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-18417 to 19712,1296,2019-03-30,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Peak Design,2019,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-19713 to 20348,636,2013-09-19,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,Vincent Frawley Offset,2013,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-6754 to 7249,496,2020-04-04,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of BEF Customers,2020,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-364-6 to 3956,3951,2019-03-30,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Peak Design,2019,,,,
CAR514,2010,CAR-1-US-514-4-1478-OK-2010-710-3294 to 6753,3460,2019-03-30,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Peak Design,2019,,,,
CAR514,2009,CAR-1-US-514-4-1478-OK-2009-365-1 to 591,591,2013-09-19,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,Vincent Frawley Offset,2013,,,,
CAR514,2008,CAR-1-US-514-4-1478-OK-2008-366-18255 to 22006,3752,2011-01-20,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"VLF1, LLC",On Behalf of Third Party,,2011,,,,
CAR514,2008,CAR-1-US-514-4-1478-OK-2008-366-1 to 18254,18254,2011-01-20,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2011,,,,
CAR514,2007,CAR-1-US-514-4-1478-OK-2007-367-1 to 12640,12640,2011-01-20,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"VLF1, LLC",On Behalf of Third Party,,2011,,,,
CAR514,2006,CAR-1-US-514-4-1478-OK-2006-368-1 to 7565,7565,2011-01-20,Stillwater Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.1,Stillwater,OKLAHOMA,US,,No,"VLF1, LLC",On Behalf of Third Party,,2011,,,,
CAR515,2011,CAR-1-US-515-4-1478-OK-2011-1019-1 to 13368,13368,2015-09-10,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR515,2010,CAR-1-US-515-4-1478-OK-2010-439-1 to 10340,10340,2015-04-07,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,on Behalf of BEF Customers for FY15,2015,,,,
CAR515,2010,CAR-1-US-515-4-1478-OK-2010-1018-1 to 5293,5293,2015-09-10,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR515,2010,CAR-1-US-515-4-1478-OK-2010-439-10341 to 15727,5387,2015-09-10,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-5766 to 6011,246,2014-01-08,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of CenterPoint Energy,2014,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-1 to 82,82,2013-01-30,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of CenterPoint Energy,2013,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-8738 to 9123,386,2019-11-05,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets Emissions, LLC",Environmental Benefit,On behalf of emissions associated with AASHE 2019,2019,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-9124 to 9242,119,2019-11-05,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets Emissions, LLC",Environmental Benefit,Behalf of emissions associated w/travel for conf,2019,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-6112 to 8737,2626,2014-03-27,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",Compliance Requirements,Retirement on behalf of Vanden Properties,2014,,,,
CAR515,2006,CAR-1-US-515-4-1478-OK-2006-442-6012 to 6111,100,2014-01-30,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of Beneficio Ecologico,2014,,,,
CAR515,2005,CAR-1-US-515-4-1478-OK-2005-443-1 to 5,5,2019-11-26,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,"Element Markets Emissions, LLC",Environmental Benefit,Behalf of emissions associated w/travel for conf,2019,,,,
CAR515,2005,CAR-1-US-515-4-1478-OK-2005-443-6 to 7578,7573,2020-09-18,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,The Regents of the University of California,Environmental Benefit,UC Merced 2018 TCR Scope 1 and 2 Emission Offsets,2020,,,,
CAR515,2005,CAR-1-US-515-4-1478-OK-2005-443-7579 to 7796,218,2021-05-10,Canadian Valley Landfill,Landfill Gas Capture/Combustion,Version 2.1,Shawnee,OKLAHOMA,US,,No,The Regents of the University of California,Environmental Benefit,UC Merced 2019 TCR Scope 1 and 2 Emissions Offsets,2021,,,,
CAR516,2011,CAR-1-US-516-4-1478-KS-2011-741-1 to 2059,2059,2015-09-10,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR516,2010,CAR-1-US-516-4-1478-KS-2010-379-5838 to 6343,506,2013-09-19,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,Vincent Frawley Offset,2013,,,,
CAR516,2009,CAR-1-US-516-4-1478-KS-2009-378-1 to 582,582,2013-09-19,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,Vincent Frawley Offset,2013,,,,
CAR516,2008,CAR-1-US-516-4-1478-KS-2008-377-1 to 15717,15717,2011-01-20,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2011,,,,
CAR516,2007,CAR-1-US-516-4-1478-KS-2007-376-1 to 11406,11406,2011-01-20,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2011,,,,
CAR516,2006,CAR-1-US-516-4-1478-KS-2006-375-1 to 4244,4244,2011-01-20,Resource Recovery Landfill,Landfill Gas Capture/Combustion,Version 2.1,Cherryvale,KANSAS,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2011,,,,
CAR517,2019,CAR-1-US-517-4-963-NC-2019-6245-2238 to 4170,1933,2023-08-09,Anson County Landfill,Landfill Gas Capture/Combustion,Version 5.0,Polkton,NORTH CAROLINA,US,,No,Just Energy Income Fund,Retirement for Person or Organization,Retired on behalf of Solairus 2022,2023,,,,
CAR517,2019,CAR-1-US-517-4-963-NC-2019-6245-4171 to 14560,10390,2023-10-27,Anson County Landfill,Landfill Gas Capture/Combustion,Version 5.0,Polkton,NORTH CAROLINA,US,,No,Just Energy Income Fund,Retail Program Requirements,Bundled US OY2021,2023,,,,
CAR517,2019,CAR-1-US-517-4-963-NC-2019-6245-14561 to 20243,5683,2023-10-27,Anson County Landfill,Landfill Gas Capture/Combustion,Version 5.0,Polkton,NORTH CAROLINA,US,,No,Just Energy Income Fund,Retail Program Requirements,TP General OY2021,2023,,,,
CAR517,2019,CAR-1-US-517-4-963-NC-2019-6245-1 to 2237,2237,2023-08-09,Anson County Landfill,Landfill Gas Capture/Combustion,Version 5.0,Polkton,NORTH CAROLINA,US,,No,Just Energy Income Fund,Retirement for Person or Organization,Retired on Behalf of Solairus 2021,2023,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-8924 to 9953,1030,2012-02-24,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Climate Action Reserve Blind Trust,On Behalf of Third Party,2010 Governors Global Climate Change Summit,2012,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-16607 to 21502,4896,2022-06-17,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Schneider Electric,Other,Green-e Climate RY2021,2022,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-1 to 8923,8923,2011-07-07,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,On Behalf of Third Party,2010 Retirements,2011,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-15001 to 15606,606,2011-03-31,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2011,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-15607 to 16606,1000,2011-06-02,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2011,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-9999 to 10241,243,2012-04-03,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,On Behalf of Third Party,2010 online sales,2012,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-10242 to 14893,4652,2012-04-03,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,On Behalf of Third Party,2011 Retirements Misc.,2012,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-9954 to 9998,45,2012-04-03,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,On Behalf of Third Party,2009 BEGREEN Sales,2012,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-1022-1 to 1412,1412,2013-09-19,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,Vincent Frawley Offset,2013,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-14894 to 14926,33,2013-04-24,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,Environmental Benefit,2012 - SXSW ECO Twitter Promotion,2013,,,,
CAR517,2010,CAR-1-US-517-4-963-NC-2010-401-14927 to 15000,74,2014-03-24,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,Green Mountain Energy,Environmental Benefit,"2010 - NYSE Group, Inc",2014,,,,
CAR517,2009,CAR-1-US-517-4-963-NC-2009-400-1 to 394,394,2011-03-31,Anson County Landfill,Landfill Gas Capture/Combustion,Version 2.1,Polkton,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2011,,,,
CAR521,2021,CAR-1-US-521-4-339-MO-2021-7367-39939 to 40000,62,2023-04-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR521,2021,CAR-1-US-521-4-339-MO-2021-7367-7001 to 20000,13000,2023-04-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR521,2021,CAR-1-US-521-4-339-MO-2021-7367-20001 to 39938,19938,2023-03-29,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR521,2021,CAR-1-US-521-4-339-MO-2021-7367-40001 to 50000,10000,2023-03-29,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR521,2021,CAR-1-US-521-4-339-MO-2021-7367-1 to 7000,7000,2023-03-29,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR521,2020,CAR-1-US-521-4-339-MO-2020-6596-46297 to 72535,26239,2022-07-21,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2020,CAR-1-US-521-4-339-MO-2020-6596-17536 to 17689,154,2022-04-19,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,"Community Energy, Inc.",On Behalf of Third Party,On behalf of De Lage Landen,2022,,,,
CAR521,2020,CAR-1-US-521-4-339-MO-2020-6596-17690 to 46296,28607,2022-06-09,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-40659 to 41700,1042,2022-06-09,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-399 to 1228,830,2022-03-30,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-1229 to 11079,9851,2022-04-29,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-1 to 398,398,2022-03-30,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-41701 to 42098,398,2021-12-31,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,"Element Markets Emissions, LLC",Other,Retired on behalf of Dominion Energy Utah,2021,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-42099 to 42099,1,2023-09-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,"Patch Technologies, Inc.",Retirement for Person or Organization,On behalf of Patch's customers/ users,2023,,,,
CAR521,2019,CAR-1-US-521-4-339-MO-2019-6097-11080 to 40658,29579,2022-05-26,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2022,,,,
CAR521,2018,CAR-1-US-521-4-339-MO-2018-5938-1 to 4790,4790,2021-08-13,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2021,,,,
CAR521,2018,CAR-1-US-521-4-339-MO-2018-5938-4791 to 18162,13372,2021-10-21,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2021,,,,
CAR521,2018,CAR-1-US-521-4-339-MO-2018-5938-18163 to 42545,24383,2021-11-03,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2021,,,,
CAR521,2017,CAR-1-US-521-4-339-MO-2017-5939-1 to 34224,34224,2020-10-22,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2020,,,,
CAR521,2017,CAR-1-US-521-4-339-MO-2017-5939-34225 to 47235,13011,2021-05-04,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 5.0,Macon,MISSOURI,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2021,,,,
CAR521,2012,CAR-1-US-521-4-339-MO-2012-1258-10418 to 12615,2198,2015-09-10,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR521,2012,CAR-1-US-521-4-339-MO-2012-1258-12616 to 16943,4328,2015-09-10,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR521,2012,CAR-1-US-521-4-339-MO-2012-1258-16944 to 32392,15449,2016-05-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,SLC PRC 8727.1,2016,,,,
CAR521,2012,CAR-1-US-521-4-339-MO-2012-1258-1 to 10417,10417,2015-09-10,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",On Behalf of Third Party,"Behalf of Univ. of California, Los Angeles UCLA",2015,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-663-46012 to 47713,1702,2023-05-09,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Schneider Electric,Other,,2023,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-663-23868 to 46011,22144,2022-06-17,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Schneider Electric,Other,,2022,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-1259-3075 to 7936,4862,2016-05-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,SLC PRC 8727.1,2016,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-663-19179 to 23867,4689,2016-05-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,SLC PRC 8727.1,2016,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-663-16003 to 16007,5,2013-07-08,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,,2013,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-1259-1 to 3074,3074,2015-03-09,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of Best Family Investors,2015,,,,
CAR521,2011,CAR-1-US-521-4-339-MO-2011-663-16008 to 19178,3171,2015-03-09,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of Best Family Investors,2015,,,,
CAR521,2010,CAR-1-US-521-4-339-MO-2010-412-8707 to 9572,866,2019-03-13,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Transaction Reference 10220,2019,,,,
CAR521,2010,CAR-1-US-521-4-339-MO-2010-412-9573 to 10640,1068,2014-03-27,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"Element Markets, LLC",Compliance Requirements,Retirement on behalf of Bayless & Hicks,2014,,,,
CAR521,2010,CAR-1-US-521-4-339-MO-2010-412-28697 to 37402,8706,2019-05-06,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Schneider Electric,Other,Green-e Climate RY2018,2019,,,,
CAR521,2010,CAR-1-US-521-4-339-MO-2010-412-1 to 866,866,2019-03-13,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Transaction Reference 10220,2019,,,,
CAR521,2010,CAR-1-US-521-4-339-MO-2010-664-1 to 8706,8706,2019-05-06,Maple Hill Landfill,Landfill Gas Capture/Combustion,Version 2.1,Macon,MISSOURI,US,,No,Schneider Electric,Other,Green-e Climate RY2018,2019,,,,
