GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS1030,"The Breathing Space Improved Cooking Stoves Programme, India - VPA No. 03 Envirofit",Energy Efficiency - Domestic,India,Small Scale,Gold Standard Certified Project,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39243,Envirofit International Ltd.,"13,3,15",VPA,https://platform.sustain-cert.com/public-project/25,https://registry.goldstandard.org/projects/details/27,The Breathing Space Improved Cooking Stoves Programme is a   voluntary Programme of Activities (PoA) that aims at   disseminating improved cook-stoves in households of India. The   programme is an initiative taken by Envirofit International Ltd.,916.0,,,,,,,,,,,,
GS10309,Jbel Sendouq-Khalladi (‚ÄúKhalladi‚Äù) wind farm project in Morocco (GS5073 CER to VER conversion),Wind,Morocco,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,143960,ACWA Khalladi,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1836,https://registry.goldstandard.org/projects/details/2053,"The objective of the proposed project, the Jbel Sendouq-Khalladi (â€œKhalladi"") wind farm project in Morocco, developed by UPC Renewables SARL (hereafter referred to as â€œUPC""), is to generate electricity using state-of-the-art wind power generation technology.UPC is one of the most successful privately owned wind energy developers in the world. Building on a track record of implementing wind energy projects in Europe and the United States, UPC has ongoing wind project development activities in Europe, North Africa, China, and the Philippines .The proposed project is to be located in the Tangier-Tetouan Region, Fahs Anjra Province, Morocco. 40 wind turbines with a nominal unit capacity of 3 MW will be installed, providing a total capacity of 120 MW. The net expected electricity generation is estimated at 296,100 MWh/year . The Load Factor (Net Capacity Factor) is 28.17% or 2467.69 full load hours annually. The wind farm production will be wheeled through the national electricity grid, for the use of UPC Renewablesâ€™ clients .The proposed project is developed in the context of the new regulatory framework in Morocco (the Law 13.09). This new Law 13.09 was adopted in Morocco in March 2010 to promote large scale renewable electricity generation projects offering the possibility for private operators to produce electricity from renewable resources and to sell the generated electricity to a pool of clients.The baseline scenario is the supply of equivalent annual power output by the national electricity grid. The baseline scenario is the same as the scenario existing prior to the start of implementation of the project activity.The electrical energy produced by the project activity will substitute electricity currently supplied by the national grid managed by the public utility, Office National de lâ€™ElectricitÃ© et de lâ€™Eau Potable (ONEE ), and thus result in the reduction of Green House Gas (GHG) emissions, mainly CO2, associated with the fossil fuel dominated power plants feeding the national grid.Using a new and renewable local source of energy, the proposed project will contribute to the reduction of GHG emissions, the decrease of the countryâ€™s energy dependence vis-Ã -vis the importation of fossil fuels and will directly and indirectly help create new jobs. As such, the project activity is expected to contribute to the development of wind energy in Morocco and hence to help achieve the objectives of Moroccoâ€™s national strategy for renewable energy development. Generally speaking, the projectâ€™s contribution to Moroccoâ€™s sustainable development can be summarized by the following benefits:â€¢Diversification of the national supply of energy;â€¢Project in line with the Moroccan governmentâ€™s objectives to increase the use of renewable energy and reduce reliance on imported fossil fuels. The diversification of energy sources for electricity production is one of the objectives of the new Moroccan energy strategy with an objective of 20% of renewable energy capacity in the nationâ€™s electricity production in 2012 and a targeted development of 2,000 MW of installed wind capacity by 2020 .â€¢Local development of renewable energy usage;â€¢Reduction of the countryâ€™s imports in hard currency by the use of wind power instead of electricity mainly currently produced from imported coal, oil products and natural gas;â€¢Reduction of national GHG emissions in accordance with the objectives of the UNFCCC ;â€¢Contribution to the development of national and foreign investments in the energy sector;â€¢Clean technology transfer and local capacity building in wind electricity generation and optimal use of wind energy in a heavy industry ;â€¢Increases local employment opportunities during the construction phase and subsequently for the projectâ€™s operation phase. Estimated project start date: February 2018",,,,,,,,,,,,,
GS1031,"The Breathing Space Improved Cooking Stoves Programme, India - VPA No. 04 Envirofit",Energy Efficiency - Domestic,India,Small Scale,Gold Standard Certified Project,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,40842,Envirofit International Ltd.,"13,3,15",VPA,https://platform.sustain-cert.com/public-project/26,https://registry.goldstandard.org/projects/details/28,The Breathing Space Improved Cooking Stoves Programme is a   voluntary Programme of Activities (PoA) that aims at   disseminating improved cook-stoves in households of India. The   programme is an initiative taken by Envirofit International Ltd.,916.0,,,,,,,,,,,,
GS10312,BARRY CALLEBAUT COCOA,Other,International,Large scale,Gold Standard Certified Project,Other,0,Barry Callebaut,"1,13,15",Standalone,https://impact.sustain-cert.com/public_projects/1959,https://registry.goldstandard.org/projects/details/2059,"In 2016, Barry Callebaut launched Forever Chocolate, the company's plan to make sustainable chocolate the norm by 2025. As part of their Thriving Nature pillar to become carbon and forest positive by 2025, various interventions and activities have been implemented. These interventions include amongst others the planting of cocoa and non-cocoa trees, the dissemination of cookstoves and solar home systems, and the promotion of good agricultural practices in order to minimize carbon impacts from cocoa production. The interventions aim to impact smallholder cocoa producers in five sourcing regions, namely Ghana, CÃ´te dâ€™Ivoire, Cameroon, Brazil and Indonesia. The interventions have undergone pilot certification against the Gold Standard Value Change (Scope 3) Interventions â€“ Greenhouse Gas Accounting & Reporting Guidance.",,,,,,,,,,,,,
GS1032,Swine farms biogas integrated power project in central treatment plants.,Biogas - Electricity,Brazil,Large Scale,Listed,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,100000,Lumina Engenharia e Consultoria Ltda.,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/27,https://registry.goldstandard.org/projects/details/29,"Project consists on biogas recovery from multi site swine activity by displacing manure treatment in uncovered anaerobic lagoons, for manure treatment in central treatment plants. Manure collection and transportation is performed by tank trucks. The recovered biogas containing methane is directed to generators delivering power to the grid.  Project classifies as a Renewable Energy project, reducing emissions from both methane avoidance and non-renewable fuel substitution on the grid.",,,,,,,,,,,,,
GS1033,Xuyong household biogas Gold Standard VER Project,Biogas - Heat,China,Micro scale,Gold Standard Certified Project,GS Baseline and Monitoring Methodology Biodigester v1.,4499,Chengdu Oasis Science & Technology Co Ltd,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/28,https://registry.goldstandard.org/projects/details/30,"The purpose of Xuyong household biogas Gold Standard VER project (hereafter   referred to â€œThe Project"") is to support around two thousand (2,000) households   in the aim of constructing biogas digesters for household use. The Project aims   at realizing â€œone digester, three renovations"" local governmentâ€™s requirement,   which literally means: build one digester, retrofit kitchen, toilet and animal   pens.The emission reduction is estimated to be less than or equal to   5,000tCO2e   annually.",,,,,,,,,,,,,
GS1034,Dagpazari Wind Power Plant,Wind,Turkey,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,66814,Enerjisa Enerji Uretim A.S.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/29,https://registry.goldstandard.org/projects/details/31,"DaÄŸpazarÄ± Wind Power Plant (WPP) includes the operation of a 39 MW onshore wind farm in Mut District, Mersin Province, in Turkey and the project consists of 13 Siemens SWT 101 turbines each having a capacity of 3,000 kW in the project. The net electricity generation is 144,400 MWh for the monitoring period and is transmitted via 34.5 kV transmission line, to BirkapÄ±lÄ± Hydropower Plant located 5.6 km Southeast of the project site.  The purpose of the Project is to produce renewable electricity using wind as the power source and to contribute to Turkeyâ€™s growing electricity demand through a sustainable and low carbon technology. The project will displace the same amount of electricity generated by the grid dominated with fossil fired power plants. The annual emission reduction achieved by the project is 62,284 tCO2e.  The project was operational on 20/05/2012 and registered on 03/04/2013 under the Gold Standard Registry with the registration number GS 1034.  ",,,,,,,,,,,,,
GS1035,Senkoy Wind Power Plant,Wind,Turkey,Large Scale,Listed,ACM0002 Grid-connected electricity generation from renewable sources,55060,Belen Elektrik Ãœretim A.Åž.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/30,https://registry.goldstandard.org/projects/details/32,The ÃženkÃ¶y Wind Power Plant is a wind farm that is planned to   be constructed by EOLOS RÃ¼zgar Enerjisi Ãœretim A.Ãž. in ÃženkÃ¶y   town of Hatay Province. The wind farm is going to convert the   potential energy of the wind into electricity by means of 9   wind turbines with 3MW capacity each. The total generation   capacity of the power plant will be 27 MW. The wind farm that   will be established in the project site is expected generate   an annual amount of 86.578 MWh of electricity per year. The   produced electricity will than be connected to the Turkish   National Grid via a 20 km long transmission line. The project   is estimated to reduce 43.600 ton CO2eq,,,,,,,,,,,,,
GS10355,Nam Long Hydropower Project (GS2707 CER to VER conversion),"Small, Low - Impact Hydro",Lao People's Democratic Republic,Small Scale,Gold Standard Certified Project,,24035,Climate Bridge (Shanghai) Ltd.,13,Standalone,https://platform.sustain-cert.com/public-project/1850,https://registry.goldstandard.org/projects/details/2118,"Nam Long Hydropower Project is located 50 km west of Louang Namtha and 9 km northwest of Long District, Louang Namtha Province, Lao PDR. The project is a run-of -river hydropower station. The installed capacity is 5 MW, with annually 37 GWh power supplied to the power grid. The proposed project will result in CO2 emission reduction, as it will displace the power generation that otherwise would be based on a mix of fossil fuels. The reduction in carbon dioxide emissions is estimated to be 24,035 tonnes per year.",,,,,,,,,,,,,
GS1036,8.40 MW GEMC√ùLER HYDRO POWER PROJECT,"Small, Low - Impact Hydro",Turkey,Small Scale,Listed,AMS-I.D. Grid connected renewable electricity generation,28343,BorgaCarbon Consultancy Ltd.,"7,13,9",Standalone,https://platform.sustain-cert.com/public-project/31,https://registry.goldstandard.org/projects/details/33,Gemciler diversion weir and HEPP project will be implemented on GÃ¶ksu stream in   GÃ¶lbaÃ¾Ã½ district of AdÃ½yaman province. The project will be generating 40.26   GWh/year electricity from renewable sources and deliver it to the national grid.,,,,,,,,,,,,,
GS1038,Highveld Air Quality - Maluti East,Energy Efficiency - Domestic,South Africa,Microscale,Gold Standard Certified Project,AMS-II.C. Demand-side energy efficiency activities for specific technologies,4000,Nova Institute,"13,3,15",Standalone,https://platform.sustain-cert.com/public-project/32,https://registry.goldstandard.org/projects/details/34,Implementation of an alternative ignition technique for domestic coal fires.,,,,,,,,,,,,,
GS1039,Maluti Air Quality Project - West,Energy Efficiency - Domestic,South Africa,Microscale,Gold Standard Certified Project,GS Alternative Ignition Coal Fires v1.,4000,Nova Institute,"13,3,15",Standalone,https://platform.sustain-cert.com/public-project/33,https://registry.goldstandard.org/projects/details/35,Implementation of an alternative ignition technique for domestic coal fires.,,,,,,,,,,,,,
GS1040,Highveld Air Quality - Standerton project,Energy Efficiency - Domestic,South Africa,Microscale,Gold Standard Certified Project,GS Alternative Ignition Coal Fires v1.,4000,Nova Institute,"13,3,15",Standalone,https://platform.sustain-cert.com/public-project/34,https://registry.goldstandard.org/projects/details/36,"Implementation of an alternative ignition method for domestic coal fires in   Standerton and Azalea, Mpumalanga, South Africa",,,,,,,,,,,,,
GS1041,Ferrosilicon waste heat power generation project,Energy Efficiency - Industrial,China,Large scale,Gold Standard Certified Project,ACM0012 Waste energy recovery,145368,Swiss Carbon Assets Ltd.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/35,https://registry.goldstandard.org/projects/details/37,The project is a WHR which recovers waste heat from 16 ferrosilicon ovens for   electricity generation. The predicted installed capacity is 24 MW (possible   changes subject to real situation). Now 3 MW is installed for a test run since no   such project has beed done before and final capacity of the project depends on   the test run results.,,,,,,,,,,,,,
GS10410,Vaayu India Wind Power Project in Andhra Pradesh (GS4603 CER to VER conversion),Wind,India,Large scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,92971,Wind World (India) Limited,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1871,https://registry.goldstandard.org/projects/details/2180,Vaayu (India) Power Corporation Private Limited (VIPCPL) has installed 50.4 MW wind farm in the state of Andhra Pradeshin India. The project activity consists of 63 machines of Wind World make WW-53 rated capacity 800 KW each. Theelectricity generated by project activity shall be supplied to the state electricity utility thereby contributing to reducing theenergy demand supply gap in the state of Andhra Pradesh. The project activity assisted the sustainable growth of theregion by providing clean and green electricity to the state electricity grid.,,,,,,,,,,,,,
GS10411,CECIC HKC Danjinghe Wind Farm Project (GS6753 CER to VER Conversion),Wind,China,Large scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,395001,Beijing Fangzhou Jiaye Technology Co ltd,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1872,https://registry.goldstandard.org/projects/details/2181,"CECIC HKC Danjinghe Windfarm Project is located in Zhangbei County, Hebei Province, and is developed by CECIC HKC Wind Power Co. Ltd. Based on the condition of the project site, the proposed project is to install and operate 54 wind turbines of 750kW, 100 wind turbines of 800kW and 53 wind turbines of 1500kW. Therefore, the total installed capacity of proposed windfarm is 200MW. The proposed project is expected to generate approximately 438,550 MWh per year at the full capacity, which will be sold to the North China Power Grid (hereinafter referred to as NCPG).",,,,,,,,,,,,,
GS1042,Cear√° Renewable Energy Bundled Project,"Biomass, or Liquid Biofuel - Heat",Brazil,Small Scale,Gold Standard Certified Project,Not provided,36173,Sustainable Carbon - Projetos Ambientais LTDA,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/36,https://registry.goldstandard.org/projects/details/38,"The project activity is the bundled project of five red   ceramic factories belonging to Grupo Tavares, a family   business that owns several ceramic factories in the State of   CearÃ¡, Brazil. The following ceramic factories are included in   this project: AntÃ´nio Ceramic, CearÃ¡ Ceramic, Ceagra Ceramic,   Eliane Ceramic and Santa Rita Ceramic.  The project includes fuel switching and energy efficiency   measures that  will reduce the greenhouse gases (GHG)   emissions through the substitution of non-renewable biomass   for renewable biomasses to generate thermal energy.",,,,,,,,,,,,,
